TMTID(VTM),FSN,CHANGEDATE
616863,kaolin + pectin (VTM),20131005
756832,keratin + potassium bitartrate + senna + sulfur (VTM),20140407
533787,ketamine (VTM),20130914
262612,ketoconazole (VTM),20130805
221895,ketoprofen (VTM),20130627
221905,ketorolac tromethamine (VTM),20130627
234490,ketotifen (VTM),20130805
769867,king cobra antivenin (VTM),20140407
1035664,labetalol hydrochloride (VTM),20180805
671200,lacosamide (VTM),20131215
892513,lactic acid (VTM),20150202
783865,lactic acid + lauromacrogol 400 + salicylic acid (VTM),20140504
654340,lactic acid + salicylic acid (VTM),20131102
739837,lactic acid + sodium pyrrolidone carboxylate (VTM),20140304
935684,lactic acid + triamcinolone acetonide (VTM),20150503
701723,lactic acid + urea (VTM),20140118
721693,lactobacillus acidophilus agent (VTM),20140118
721767,lactobacillus casei (VTM),20140118
618151,lactulose (VTM),20131005
812546,l-alanyl-l-glutamine (VTM),20140616
322034,lamivudine (VTM),20130805
339498,lamivudine + nevirapine + stavudine (VTM),20130805
657977,lamivudine + nevirapine + zidovudine (VTM),20131102
357097,lamivudine + stavudine (VTM),20130805
293077,lamivudine + zidovudine (VTM),20130805
356689,lamotrigine (VTM),20130805
1254083,lanadelumab (VTM),20230203
1114812,lanolin (VTM),20190531
946788,lanolin + mineral oil (VTM),20150601
970005,lanolin + mineral oil + white petrolatum (VTM),20160104
821974,lanreotide (VTM),20140705
221914,lansoprazole (VTM),20130627
519290,lanthanum (VTM),20130914
221922,lapatinib (VTM),20130627
792748,laronidase (VTM),20140519
526862,latanoprost (VTM),20130914
526917,latanoprost + timolol (VTM),20130914
1243061,latanoprostene bunod (VTM),20220915
576076,lauromacrogol 400 (VTM),20131005
700812,lavender oil (VTM),20140118
811138,lavender oil + lemon oil + nutmeg oil + strong ammonia solution (VTM),20140616
996886,ledipasvir + sofosbuvir (VTM),20161117
221933,leflunomide (VTM),20130627
1250164,lemborexant (VTM),20221216
221946,lenalidomide (VTM),20130627
221951,lenograstim (VTM),20130627
983258,lenvatinib (VTM),20160430
221967,lercanidipine hydrochloride (VTM),20130627
1245448,letermovir (VTM),20221104
221979,letrozole (VTM),20130627
221980,leuprorelin acetate (VTM),20130627
1020472,levamlodipine (VTM),20171202
354041,levetiracetam (VTM),20130805
794192,levobunolol hydrochloride (VTM),20140519
803434,levobupivacaine (VTM),20140602
847907,levocetirizine dihydrochloride (VTM),20141004
728856,levodropropizine (VTM),20140118
297963,levofloxacin (VTM),20130805
345529,levonorgestrel (VTM),20130805
996497,levosimendan (VTM),20161106
645650,levothyroxine sodium (VTM),20131005
897070,lidocaine (VTM),20190714
541344,lidocaine + lidocaine hydrochloride + paracetamol (VTM),20131005
569557,lidocaine + methylprednisolone (VTM),20131005
572294,lidocaine + norepinephrine + vasopressin (VTM),20131005
573460,lidocaine + oxytetracycline (VTM),20131005
509846,lidocaine + prilocaine (VTM),20130830
764148,lidocaine hydrochloride (VTM),20140407
951555,lidocaine hydrochloride + magnesium + potassium (VTM),20150614
1144397,lidocaine hydrochloride + magnesium chloride + potassium chloride (VTM),20211029
517030,lidocaine hydrochloride + nitrofural + prednisolone (VTM),20130830
1021879,lidocaine hydrochloride + oxytetracycline (VTM),20171213
574337,lidocaine hydrochloride + paracetamol (VTM),20131005
1052953,limaprost (VTM),20190216
650798,linagliptin (VTM),20131005
888543,linagliptin + metformin hydrochloride (VTM),20150202
360266,lincomycin (VTM),20130805
652407,linezolid (VTM),20131005
1222642,lipegfilgrastim (VTM),20220203
648359,lipidosterolic extract of serenoa repens (VTM),20131005
677408,lipids (VTM),20140104
1030683,liquorice (VTM),20180518
1014782,liquorice + opium tincture (VTM),20170916
567442,liraglutide (VTM),20131005
221998,lisinopril (VTM),20130627
737927,lithium carbonate (VTM),20140214
764520,lodoxamide tromethamine (VTM),20140407
1271304,lonoctocog alfa (VTM),20230617
262683,loperamide (VTM),20130805
348185,loperamide + simeticone (VTM),20130805
236591,lopinavir + ritonavir (VTM),20130805
233790,loratadine (VTM),20130805
285716,loratadine + paracetamol + pseudoephedrine hydrochloride (VTM),20130805
285792,loratadine + pseudoephedrine hydrochloride (VTM),20130805
246685,lorazepam (VTM),20130805
1166420,lorlatinib (VTM),20201114
755193,l-ornithine-l-aspartate (VTM),20140407
222008,lornoxicam (VTM),20130627
958329,losartan potassium (VTM),20150909
652870,loteprednol + tobramycin (VTM),20131005
749764,loteprednol etabonate (VTM),20140324
222020,loxoprofen (VTM),20130627
1038868,lubiprostone (VTM),20180831
670511,lubricating agent (VTM),20131130
1008828,lurasidone hydrochloride (VTM),20170602
1010446,luseogliflozin (VTM),20170616
1252325,luspatercept (VTM),20230113
681726,lutropin alfa (VTM),20140104
685557,lymecycline (VTM),20140104
301194,lynestrenol (VTM),20130805
676127,lysine + minerals + multivitamins (VTM),20140104
675747,lysine + multivitamins (VTM),20140104
843776,lysozyme (VTM),20140901
1008941,macitentan (VTM),20170602
923755,macrogol (VTM),20150404
707487,macrogol + macrogol 4000 (VTM),20140118
1054808,macrogol + potassium chloride + sodium bicarbonate + sodium chloride (VTM),20190216
920180,macrogol + potassium chloride + sodium bicarbonate + sodium chloride + sodium sulfate anhydrous (VTM),20150404
939002,macrogol 400 (VTM),20150503
923009,macrogol 400 + potassium chloride + sodium bicarbonate + sodium chloride + sodium sulfate (VTM),20150404
691984,macrogol 400 + propylene glycol (VTM),20140104
657528,macrogol 4000 (VTM),20131102
988039,macrogol 4000 + potassium chloride + sodium bicarbonate + sodium chloride (VTM),20160618
972588,macrogol 4000 + potassium chloride + sodium bicarbonate + sodium chloride + sodium sulfate (VTM),20160117
1315066,macrogol 4000 + potassium chloride + sodium bicarbonate + sodium chloride + sodium sulfate anhydrous (VTM),20241129
884525,magnesium (VTM),20150119
986185,magnesium carbonate + magnesium sulfate (VTM),20160605
946735,magnesium carbonate + magnesium sulfate + peppermint oil (VTM),20150601
752323,magnesium chloride (VTM),20140324
979960,magnesium chloride + potassium acetate + procaine hydrochloride (VTM),20160404
804455,magnesium chloride + potassium chloride + procaine hydrochloride (VTM),20140602
1303843,magnesium chloride hexahydrate + potassium chloride + sodium acetate trihydrate + sodium chloride + sodium gluconate (VTM),20240802
689405,magnesium hydroxide (VTM),20140104
863837,magnesium hydroxide + mineral oil (VTM),20141123
786815,magnesium oxide (VTM),20140504
705151,magnesium sulfate (VTM),20140118
406857,magnesium sulfate + niclosamide (VTM),20130805
775744,malayan krait antivenin (VTM),20140407
769931,malayan pit viper antivenin (VTM),20140407
222031,manidipine hydrochloride (VTM),20130627
974306,mannitol (VTM),20160214
644030,maraviroc (VTM),20131005
570797,measle + mumps + rubella (VTM),20131005
571025,"measle + mumps + rubella + varicella zoster, live attenuated (VTM)",20131005
567921,measle + rubella (VTM),20131005
979317,"measle virus, live attenuated (CAM-70) (VTM)",20160404
838514,"measle virus, live attenuated (schwarz strain) (VTM)",20140817
236660,mebendazole (VTM),20130805
1013196,mebeverine hydrochloride (VTM),20170902
1013177,mebhydrolin (VTM),20170902
257790,mecobalamin (VTM),20130805
276152,medazepam (VTM),20130805
711495,medium chain triglycerides (VTM),20140118
807972,medium chain triglycerides + omega-3 acid triglycerides + soya oil (VTM),20140602
1040080,medium chain triglycerides + soya oil (VTM),20181010
222049,medroxyprogesterone acetate (VTM),20130627
222054,mefenamic acid (VTM),20130627
697220,mefenamic acid + orphenadrine citrate (VTM),20140118
659404,mefloquine (VTM),20131102
222065,megestrol acetate (VTM),20130627
832179,meglumine gadopentetate (VTM),20140803
285077,melatonin (VTM),20130805
222077,meloxicam (VTM),20130627
222083,melphalan (VTM),20130627
1009723,memantine hydrochloride (VTM),20170616
1017994,menadione sodium bisulfite (VTM),20171103
335143,menatetrenone (VTM),20130805
1299810,meningococcal group A polysaccharide + meningococcal group C polysaccharide + meningococcal group W polysaccharide + meningococcal group Y polysaccharide + tetanus toxoid carrier protein (VTM),20240615
673344,meningococcal polysaccharide group A + meningococcal polysaccharide group C + meningococcal polysaccharide group W135 + meningococcal polysaccharide group Y (VTM),20131215
908635,"meningococcus, tetravalent purified polysaccharides antigen conjugated (VTM)",20150228
510009,menthol (VTM),20130830
510176,menthol + methyl salicylate (VTM),20130830
620371,menthol + phenyl salicylate (VTM),20131005
1115427,menthol + salol (VTM),20190614
914465,menthol + sodium chloride (VTM),20150314
568067,mepivacaine hydrochloride (VTM),20131005
1322040,mepolizumab (VTM),20250201
953831,merbromin (VTM),20150716
976908,merbromin + thiomersal (VTM),20160307
1272143,mercaptamine (VTM),20230701
222096,mercaptopurine (VTM),20130627
568328,meropenem (VTM),20131005
249958,mesalazine (VTM),20130805
568986,mesna (VTM),20131005
373948,mesterolone (VTM),20130805
792977,mestranol + norethisterone (VTM),20140519
374050,metadoxine (VTM),20130805
696836,metformin hydrochloride (VTM),20140118
230667,metformin hydrochloride + pioglitazone (VTM),20130805
733696,metformin hydrochloride + rosiglitazone (VTM),20140202
647426,metformin hydrochloride + saxagliptin (VTM),20131005
351891,metformin hydrochloride + sitagliptin (VTM),20130805
333819,metformin hydrochloride + vildagliptin (VTM),20130805
535781,methadone hydrochloride (VTM),20130914
743901,methenamine + methylthioninium chloride + potassium nitrate (VTM),20140304
239545,methocarbamol (VTM),20130805
370211,methocarbamol + phenylbutazone (VTM),20130805
222106,methotrexate (VTM),20130627
372759,methoxsalen (VTM),20130805
815645,methoxy polyethylene glycol-epoetin beta (VTM),20140616
1167865,methoxyflurane (VTM),20201202
701298,methyl salicylate (VTM),20140118
956385,methylcellulose (VTM),20150805
231238,methyldopa (VTM),20130805
761306,methylergometrine maleate (VTM),20140407
746191,methylnaltrexone bromide (VTM),20140324
934478,methylparaben + propylparaben (VTM),20150503
959570,methylparaben + propylparaben + sorbitol (VTM),20150922
294087,methylphenidate hydrochloride (VTM),20131103
382434,methylprednisolone (VTM),20130805
987736,methylprednisolone acetate (VTM),20160605
297577,methyltestosterone (VTM),20130805
752709,methylthioninium chloride (VTM),20140324
786891,methylthioninium chloride + potassium nitrate (VTM),20140504
525032,metipranolol + pilocarpine (VTM),20130914
321234,metoclopramide hydrochloride (VTM),20130805
1154540,metoprolol succinate (VTM),20200801
261806,metoprolol tartrate (VTM),20130805
250553,metronidazole (VTM),20130805
733840,metronidazole + miconazole nitrate (VTM),20140202
367494,mianserin (VTM),20130805
659616,micafungin (VTM),20131102
510520,miconazole (VTM),20130830
880165,miconazole nitrate (VTM),20150105
756694,miconazole nitrate + triamcinolone acetonide (VTM),20140407
533929,midazolam (VTM),20130914
370490,midecamycin (VTM),20130805
1005793,midodrine hydrochloride (VTM),20170329
1037972,midostaurin (VTM),20180820
944554,mifamurtide (VTM),20150601
1289033,mifepristone (VTM),20231203
1011608,mifepristone + misoprostol (VTM),20170715
685780,miglitol (VTM),20140104
685906,miglustat (VTM),20140104
351359,milnacipran (VTM),20130805
816362,milrinone (VTM),20140616
844411,mineral oil (VTM),20140901
515880,mineral oil + polytar (VTM),20130830
980890,mineral oil + sodium bicarbonate (VTM),20160404
876517,mineral oil + white petrolatum (VTM),20150105
675911,minerals + multivitamins (VTM),20140104
855756,minocycline (VTM),20141019
361907,minoxidil (VTM),20130805
948302,mirabegron (VTM),20150614
1281678,mirogabalin (VTM),20230902
424607,mirtazapine (VTM),20130805
222110,misoprostol (VTM),20130627
685975,mitiglinide (VTM),20140104
222123,mitomycin (VTM),20130627
1145057,mitotane (VTM),20200517
222147,mitoxantrone (VTM),20130627
643249,moclobemide (VTM),20131005
730773,modified fluid gelatin (VTM),20140202
1231350,molnupiravir (VTM),20220413
645479,mometasone furoate (VTM),20131005
380347,montelukast (VTM),20130805
1221580,moroctocog alfa (VTM),20220203
1119151,morphine (VTM),20190713
535504,morphine sulfate (VTM),20130914
334396,mosapride (VTM),20130805
1148470,mosapride citrate (VTM),20200614
255365,moxifloxacin (VTM),20130805
646583,mucopolysaccharide polysulfate (VTM),20131005
833353,mucopolysaccharide polysulfate + salicylic acid + suprarenal extract (VTM),20140803
734573,multivitamins (VTM),20140202
676535,multivitamins + trace elements (VTM),20140104
1000350,multivitamins + zinc (VTM),20161215
513431,mupirocin (VTM),20130830
222152,muromonab-cd3 (VTM),20130627
222168,mycophenolate mofetil (VTM),20130627
647945,mycophenolic acid (VTM),20131005
222175,nabumetone (VTM),20130627
222181,nadroparin calcium (VTM),20130627
686040,naftidrofuryl (VTM),20140104
1143513,nalbuphine hydrochloride (VTM),20200415
1301552,nalfurafine hydrochloride (VTM),20240629
520983,naloxone (VTM),20130914
768198,naloxone hydrochloride (VTM),20140407
1016519,naloxone hydrochloride + oxycodone hydrochloride (VTM),20170929
804543,nandrolone (VTM),20140602
792441,naphazoline (VTM),20140519
691765,naphazoline + pheniramine (VTM),20140104
1199632,naphazoline hydrochloride (VTM),20210813
798932,naphazoline nitrate + zinc sulfate (VTM),20140519
222199,naproxen (VTM),20130627
990922,natalizumab (VTM),20160713
525304,natamycin (VTM),20130914
1132779,natural betacarotene (VTM),20191127
387298,nebivolol (VTM),20130805
998433,nefopam hydrochloride (VTM),20161203
1296105,negative control of skin-prick tests (VTM),20240412
1326527,neisseria meningitidis serogroup B adhesin A protein + neisseria meningitidis serogroup B factor H binding protein fusion protein + neisseria meningitidis serogroup B heparin binding antigen fusion protein + neisseria meningitidis serogroup B outer membrane vesicles (VTM),20250313
686119,nelfinavir mesilate (VTM),20140104
385121,neomycin (VTM),20130805
885419,neomycin sulfate (VTM),20150119
516354,neomycin sulfate + prednisolone (VTM),20130830
975852,neostigmine bromide (VTM),20160305
958317,neostigmine methylsulfate (VTM),20150909
525370,nepafenac (VTM),20130914
571444,netilmicin (VTM),20131005
1043791,netupitant + palonosetron (VTM),20181129
708391,neutral phosphate oral solution (VTM),20140118
388927,nevirapine (VTM),20130805
984230,nicardipine hydrochloride (VTM),20160515
281711,nicergoline (VTM),20130805
246119,niclosamide (VTM),20130805
246616,niclosamide + phenolphthalein (VTM),20130805
1145570,nicotinamide (VTM),20200517
832715,nicotinamide + pantothenol + pyridoxine + riboflavin + thiamine (VTM),20140803
742564,nicotinamide + pyridoxine + riboflavin + thiamine (VTM),20140304
748375,nicotinamide + pyridoxine hydrochloride + riboflavin + thiamine hydrochloride (VTM),20140324
769206,nicotinamide + pyridoxine hydrochloride + riboflavin + thiamine mononitrate (VTM),20140407
993585,nicotinamide + riboflavin + thiamine hydrochloride (VTM),20161016
389777,nicotine (VTM),20130805
222217,nicotinic acid (VTM),20130627
222229,nifedipine (VTM),20130627
364956,nifuratel + nystatin (VTM),20130805
824559,nifuroxazide (VTM),20140721
865867,nikethamide (VTM),20141123
222238,nilotinib (VTM),20130627
222240,nimesulide (VTM),20130627
222255,nimodipine (VTM),20130627
222264,nimotuzumab (VTM),20130627
996122,nintedanib (VTM),20161106
1233103,nirmatrelvir (VTM),20220428
1202515,nitisinone (VTM),20210915
929272,nitrate (VTM),20150404
534473,nitrazepam (VTM),20130914
222272,nitrendipine (VTM),20130627
706569,nitrofural (VTM),20140118
516924,nitrofural + prednisolone (VTM),20130830
390565,nitrofurantoin (VTM),20130805
1003686,nivolumab (VTM),20170218
724080,nonacog alfa (VTM),20140118
572111,norepinephrine (VTM),20131005
391927,norethisterone (VTM),20130805
245601,norfloxacin (VTM),20130805
393925,nortriptyline (VTM),20130805
293645,nystatin (VTM),20130805
1002048,obinutuzumab (VTM),20170114
1300785,ocrelizumab (VTM),20240615
862556,ocriplasmin (VTM),20141123
891562,octinoxate + oxybenzone (VTM),20150202
961727,octinoxate + sulisobenzone (VTM),20151018
926600,octinoxate + titanium dioxide + zinc oxide (VTM),20150404
724154,octocog alfa (VTM),20140118
725774,octocog alfa + von willebrand factor (VTM),20140118
484772,octreotide (VTM),20130816
868617,ofatumumab (VTM),20141123
232732,ofloxacin (VTM),20130805
526022,ofloxacin + prednisolone (VTM),20130914
398094,olanzapine (VTM),20130805
1015116,olaparib (VTM),20170929
1043082,olaratumab (VTM),20181119
761556,olive oil (VTM),20140407
931724,olive oil + phenol (VTM),20150418
1005531,olmesartan medoxomil (VTM),20170329
996421,olodaterol + tiotropium (VTM),20220203
691899,olopatadine (VTM),20140104
572963,omalizumab (VTM),20131005
222293,omega-3-acid ethyl esters (VTM),20130627
222303,omeprazole (VTM),20130627
1208439,omidenepag isopropyl (VTM),20211110
1279726,onasemnogene abeparvovec (VTM),20230805
301783,ondansetron (VTM),20130805
531339,opium tincture (VTM),20190531
707559,oral rehydration salts (VTM),20140118
234777,orlistat (VTM),20130805
964043,orphenadrine citrate (VTM),20151206
973506,orphenadrine citrate + paracetamol (VTM),20160129
339286,oseltamivir (VTM),20130805
1016189,osimertinib (VTM),20170929
788166,ossein mineral complex + vitamin D (VTM),20140504
222319,ossein-hydroxyapatite compound (VTM),20130627
222335,oxaliplatin (VTM),20130627
397105,oxatomide (VTM),20130805
463473,oxcarbazepine (VTM),20130805
647627,oxybutynin (VTM),20131005
1299253,oxybutynin hydrochloride (VTM),20240530
947947,oxycodone (VTM),20150614
1013203,oxymetazoline hydrochloride (VTM),20170902
245136,oxymetholone (VTM),20130805
423670,oxyphencyclimine + paracetamol (VTM),20130805
316353,oxytetracycline (VTM),20130805
515089,oxytetracycline + polymyxin b sulfate (VTM),20130830
520867,oxytocin (VTM),20130914
222342,paclitaxel (VTM),20130627
1019554,palbociclib (VTM),20171116
349329,paliperidone (VTM),20130805
1300621,palivizumab (VTM),20240615
573920,palonosetron (VTM),20131005
222357,pamidronate disodium (VTM),20130627
298155,pancreatin (VTM),20130805
418276,pancreatin + proctase (VTM),20130805
321965,pancreatin + simeticone (VTM),20130805
762958,pancuronium bromide (VTM),20140407
1004700,panitumumab (VTM),20170302
222361,pantoprazole (VTM),20130627
1145377,pantothenic acid (VTM),20200517
753178,papaverine (VTM),20140324
897418,para-aminobenzoic acid (VTM),20150218
660551,para-aminosalicylate sodium (VTM),20131102
747121,paracetamol (VTM),20140324
967364,paracetamol + phenylephrine hydrochloride (VTM),20160104
626164,paracetamol + potassium citrate (VTM),20131005
665848,paracetamol + tramadol hydrochloride (VTM),20131116
222374,parecoxib (VTM),20130627
440287,paroxetine (VTM),20130805
868686,pasireotide (VTM),20141123
826780,patent blue v sodium (VTM),20140721
662349,pazopanib (VTM),20131102
832105,pegaptanib (VTM),20140803
222388,pegfilgrastim (VTM),20130627
222390,peginterferon alfa-2a (VTM),20130627
222405,peginterferon alfa-2b (VTM),20130627
1257980,pemafibrate (VTM),20230316
1002990,pembrolizumab (VTM),20170205
222414,pemetrexed (VTM),20130627
670374,pemirolast potassium (VTM),20131130
222422,penicillamine (VTM),20130627
778718,pentaerithrityl tetranitrate (VTM),20140420
660939,pentamidine isethionate (VTM),20131102
453105,pentazocine (VTM),20130805
530970,pentobarbital sodium (VTM),20130914
232029,pentoxifylline (VTM),20130805
644237,peppermint oil (VTM),20131005
907182,perampanel (VTM),20150228
881021,perfluoro-n-octane (VTM),20150119
222446,perindopril arginine (VTM),20130627
222433,perindopril erbumine (VTM),20130627
717410,permethrin (VTM),20140118
293744,perphenazine (VTM),20130805
848479,pertuzumab (VTM),20140914
1189026,pertuzumab + trastuzumab (VTM),20210429
535953,pethidine hydrochloride (VTM),20130914
881148,petrolatum (VTM),20150119
227947,phenazopyridine (VTM),20130805
279443,phenazopyridine + sulfamethizole + tetracycline (VTM),20130805
373214,phenobarbital (VTM),20130805
533242,phenobarbital sodium (VTM),20130914
827075,phenobarbitone (VTM),20140721
515281,phenol (VTM),20130830
515402,phenol + salicylic acid (VTM),20130830
935083,phenol + sodium bicarbonate (VTM),20150503
876346,phenol in oil (VTM),20141214
901495,phenolic compound (VTM),20150228
660695,phenoxymethylpenicillin (VTM),20190803
1120560,phenoxymethylpenicillin potassium (VTM),20190803
534234,phentermine hydrochloride (VTM),20130914
534350,phentermine resinate (VTM),20130914
824711,phentolamine mesilate (VTM),20140721
222451,phenylbutazone (VTM),20130627
763171,phenylephrine hydrochloride (VTM),20140407
753227,phenylephrine hydrochloride + tropicamide (VTM),20140324
975868,phenytoin (VTM),20160305
301712,phenytoin + phenytoin sodium (VTM),20130805
769603,phenytoin sodium (VTM),20140407
879789,phosphate (VTM),20150105
886345,phosphate + potassium + sodium (VTM),20150119
895302,phosphate + sodium (VTM),20150202
574964,phytomenadione (VTM),20131005
436085,pilocarpine (VTM),20130805
1025553,pilocarpine hydrochloride (VTM),20180302
515603,pimecrolimus (VTM),20130830
398934,pimozide (VTM),20130805
686254,pinaverium bromide (VTM),20140104
316629,pinazepam (VTM),20130805
230452,pioglitazone (VTM),20130805
810267,pipemidic acid (VTM),20140602
575166,piperacillin (VTM),20131005
575386,piperacillin + tazobactam (VTM),20131005
278153,piracetam (VTM),20130805
524498,pirenoxine (VTM),20130914
222467,pirenzepine dihydrochloride (VTM),20130627
464972,piribedil (VTM),20130805
1030893,piroctone (VTM),20180518
222479,piroxicam (VTM),20130627
1124476,piroxicam betadex (VTM),20190913
222480,pitavastatin calcium (VTM),20130627
686399,pivampicillin (VTM),20140104
238561,pizotifen (VTM),20130805
755833,plerixafor (VTM),20140407
854861,pneumococcal polysaccharide serotype 1 + pneumococcal polysaccharide serotype 14 + pneumococcal polysaccharide serotype 18C + pneumococcal polysaccharide serotype 19A + pneumococcal polysaccharide serotype 19F + pneumococcal polysaccharide serotype 2 + pneumococcal polysaccharide serotype 23F + pneumococcal polysaccharide serotype 4 + pneumococcal polysaccharide serotype 5 + pneumococcal polysaccharide serotype 6A + pneumococcal polysaccharide serotype 7F + pneumococcal polysaccharide serotype 9V + saccharide for serotype 6B (VTM),20141004
1002677,pneumococcal polysaccharide serotype 1 + pneumococcal polysaccharide serotype 14 + pneumococcal polysaccharide serotype 18C + pneumococcal polysaccharide serotype 19A + pneumococcal polysaccharide serotype 19F + pneumococcal polysaccharide serotype 23F + pneumococcal polysaccharide serotype 3 + pneumococcal polysaccharide serotype 4 + pneumococcal polysaccharide serotype 5 + pneumococcal polysaccharide serotype 6A + pneumococcal polysaccharide serotype 6B + pneumococcal polysaccharide serotype 7F + pneumococcal polysaccharide serotype 9V (VTM),20170205
835084,"pneumococcus, purified polysaccharides antigen (VTM)",20140803
707138,podophyllum resin (VTM),20140118
1152745,polatuzumab vedotin (VTM),20200719
835327,polihexanide (VTM),20140803
1299063,"poliomyelitis, inactivated type 1 (vero cell) + poliomyelitis, inactivated type 2 (vero cell) + poliomyelitis, inactivated type 3 (vero cell) (VTM)",20240530
1298175,"poliomyelitis, inactivated type 1, Sabin (vero cell) + poliomyelitis, inactivated type 2, Sabin (vero cell) + poliomyelitis, inactivated type 3, Sabin (vero cell) (VTM)",20240516
668880,"poliomyelitis, inactived type 1 (vero cell) + poliomyelitis, inactived type 2 (vero cell) + poliomyelitis, inactived type 3 (vero cell) (VTM)",20131130
669743,"poliomyelitis, live attenuated type 1 + poliomyelitis, live attenuated type 2 + poliomyelitis, live attenuated type 3 (VTM)",20131130
983960,"poliomyelitis, live attenuated type 1 + poliomyelitis, live attenuated type 3 (VTM)",20160515
769397,poly (o-2-hydroxyethyl) starch + sodium chloride (VTM),20140407
934341,polyethylene glycol 4000 + potassium chloride + sodium bicarbonate + sodium chloride + sodium sulfate (VTM),20150503
1269531,polyethylene glycol 4000 + potassium chloride + sodium bicarbonate + sodium chloride + sodium sulfate anhydrous (VTM),20230617
776614,polygeline (VTM),20140420
1322980,polymyxin B (VTM),20250215
816928,polysaccharide of salmonella typhi (VTM),20140616
515674,polytar (VTM),20130830
831932,polyvinyl alcohol (VTM),20140803
835651,polyvinyl alcohol + povidone (VTM),20140803
1003463,pomalidomide (VTM),20170218
1115713,ponatinib (VTM),20190614
804057,poractant alfa (VTM),20140602
660301,posaconazole (VTM),20131102
708468,potassium acetate (VTM),20140118
976456,potassium acetate + potassium chloride + sodium chloride (VTM),20160307
222498,potassium bicarbonate + sodium alginate (VTM),20130627
519509,potassium chloride (VTM),20130914
674384,potassium chloride + sodium chloride (VTM),20140104
686502,potassium citrate (VTM),20140104
670744,potassium citrate + sodium citrate (VTM),20131215
1032234,potassium guaiacolsulfonate + sodium citrate (VTM),20180601
952829,potassium hydroxide (VTM),20150703
916759,potassium iodide (VTM),20150316
902504,potassium iodide + sodium thiosulfate (VTM),20150228
771753,potassium permanganate (VTM),20140407
759226,potassium sodium hydrogen citrate complex (VTM),20140407
898066,povidone (VTM),20150218
901929,povidone iodine (VTM),20150228
988353,pralatrexate (VTM),20160618
697745,pralidoxime (VTM),20140118
1253213,pralsetinib (VTM),20230203
1019195,pramipexole dihydrochloride monohydrate (VTM),20171116
686637,prasugrel (VTM),20140104
222507,pravastatin sodium (VTM),20130627
532708,prazepam (VTM),20130914
262957,praziquantel (VTM),20130805
254210,prazosin (VTM),20130805
515954,prednicarbate (VTM),20130830
236982,prednisolone (VTM),20130805
364355,pregabalin (VTM),20130805
1244740,pretomanid (VTM),20221014
417411,primaquine (VTM),20130805
259959,probenecid (VTM),20130805
866185,procaine hydrochloride (VTM),20141123
945741,procarbazine hydrochloride (VTM),20150601
274034,procaterol (VTM),20130805
269472,prochlorperazine (VTM),20130805
686750,procyanidolic oligomers (VTM),20140104
298920,progesterone (VTM),20130805
222511,proglumetacin (VTM),20130627
222524,proglumide (VTM),20130627
519787,propafenone hydrochloride (VTM),20130914
792635,proparacaine (VTM),20140519
718711,propiverine (VTM),20140118
523640,propofol (VTM),20130914
1326026,propolis extract + terminalia chebula extract (VTM),20250313
235776,propranolol hydrochloride (VTM),20130805
923358,propylene glycol (VTM),20150404
400562,propylthiouracil (VTM),20130805
788960,prostigmin (VTM),20140504
576840,protamine (VTM),20131005
576935,protein (VTM),20131005
803153,protein hydrolysates (VTM),20140602
970787,protionamide (VTM),20160117
425665,prucalopride (VTM),20130805
302244,prulifloxacin (VTM),20130805
673993,pseudoephedrine hydrochloride (VTM),20140104
229015,pseudoephedrine hydrochloride + triprolidine hydrochloride (VTM),20130805
749218,purified duck embryo rabies vaccine (VTM),20140324
853558,purified tetanus toxoid (VTM),20141004
686824,pygeum africanum (VTM),20140104
881327,pyrantel pamoate (VTM),20150119
269144,pyrazinamide (VTM),20130805
519986,pyridostigmine bromide (VTM),20130914
975875,pyridoxine (VTM),20160306
871870,pyridoxine + riboflavin + thiamine (VTM),20141129
865795,pyridoxine hydrochloride (VTM),20141123
1200648,pyridoxine hydrochloride + riboflavin + thiamine hydrochloride (VTM),20210813
227733,pyrimethamine (VTM),20130805
330373,pyrimethamine + sulfadoxine (VTM),20130805
321487,pyritinol (VTM),20130805
1039771,pyritinol hydrochloride (VTM),20180926
422014,quetiapine (VTM),20130805
222530,quinapril (VTM),20130627
1205190,quinidine sulfate (VTM),20211014
865931,quinine dihydrochloride (VTM),20141123
236440,quinine sulfate (VTM),20170916
222548,rabbit anti-human thymocyte immunoglobulin (VTM),20130627
856338,rabeprazole sodium (VTM),20141019
762645,rabies immunoglobulin (horse) (VTM),20140407
977414,rabies immunoglobulin (human) (VTM),20160320
673046,rabies vaccine (human diploid cell) (VTM),20131215
669484,rabies vaccine (purified chick embryo cell) (VTM),20131130
1013794,rabies vaccine (vero cell) (VTM),20170916
344347,racecadotril (VTM),20130805
1029060,radium-223 dichloride (VTM),20180518
655855,raloxifene hydrochloride (VTM),20131102
647092,raltegravir (VTM),20141004
686895,ramelteon (VTM),20140104
222553,ramipril (VTM),20130627
349790,ramosetron (VTM),20130805
1004083,ramucirumab (VTM),20170218
577775,ranibizumab (VTM),20131005
222569,ranitidine (VTM),20130627
996568,ranolazine (VTM),20161106
256191,rasagiline (VTM),20130805
1309764,raxtozinameran (VTM),20241005
222576,rebamipide (VTM),20130627
645405,reboxetine (VTM),20131005
1005078,recombinant cholera toxin B subunit + vibrio cholerae O1 inactivated antigen (VTM),20170316
776793,recombinant hepatitis B virus vaccine (VTM),20140901
