TMTID(GPP),FSN,CHANGEDATE
1093099,"methyldopa 125 mg film-coated tablet, 500 tablet, 1 bottle (GPP)",20190216
1067101,"methyldopa 250 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1067129,"methyldopa 250 mg film-coated tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20190216
1186623,"methylergometrine maleate 200 mcg/1 mL solution for injection, 1 mL ampoule (GPP)",20210418
1186647,"methylergometrine maleate 200 mcg/1 mL solution for injection, 50 x 1 mL ampoule, 1 box (GPP)",20210418
1298303,"methylphenidate hydrochloride 10 mg tablet, 10 tablet blister (GPP)",20240516
1298326,"methylphenidate hydrochloride 10 mg tablet, 200 tablet (20 x 10 tablet blister), 1 box (GPP)",20240516
1131651,"methylphenidate hydrochloride 18 mg prolonged-release tablet, 30 tablet (1 x 30 tablet bottle), 1 box (GPP)",20191115
1131633,"methylphenidate hydrochloride 18 mg prolonged-release tablet, 30 tablet, 1 bottle (GPP)",20191115
1048159,"methylphenidate hydrochloride 20 mg modified-release capsule, hard, 30 capsule, 1 bottle (GPP)",20181217
1131717,"methylphenidate hydrochloride 27 mg prolonged-release tablet, 30 tablet (1 x 30 tablet bottle), 1 box (GPP)",20191115
1131698,"methylphenidate hydrochloride 27 mg prolonged-release tablet, 30 tablet, 1 bottle (GPP)",20191115
1131772,"methylphenidate hydrochloride 36 mg prolonged-release tablet, 30 tablet (1 x 30 tablet bottle), 1 box (GPP)",20191115
1131755,"methylphenidate hydrochloride 36 mg prolonged-release tablet, 30 tablet, 1 bottle (GPP)",20191115
1048171,"methylphenidate hydrochloride 40 mg modified-release capsule, hard, 30 capsule, 1 bottle (GPP)",20181217
1131861,"methylphenidate hydrochloride 54 mg prolonged-release tablet, 30 tablet (1 x 30 tablet bottle), 1 box (GPP)",20191115
1131842,"methylphenidate hydrochloride 54 mg prolonged-release tablet, 30 tablet, 1 bottle (GPP)",20191115
1188885,"methylprednisolone 1 g powder and solvent for solution for injection/infusion, 1 vial (1 x 1 vial), 1 box (GPP)",20210429
1188863,"methylprednisolone 1 g powder and solvent for solution for injection/infusion, 1 vial (GPP)",20210429
1045059,"methylprednisolone 1 g powder for solution for injection/infusion, 1 vial (1 x 1 vial), 1 box (GPP)",20200904
1159773,"methylprednisolone 1 g powder for solution for injection/infusion, 1 vial (GPP)",20200904
1247693,"methylprednisolone 125 mg powder and solvent for solution for injection/infusion, 1 vial (1 x 1 vial), 1 box (GPP)",20221112
1247672,"methylprednisolone 125 mg powder and solvent for solution for injection/infusion, 1 vial (GPP)",20221112
1201235,"methylprednisolone 2 g powder and solvent for solution for injection/infusion, 1 vial (1 x 1 vial), 1 box (GPP)",20210901
1201219,"methylprednisolone 2 g powder and solvent for solution for injection/infusion, 1 vial (GPP)",20210901
1170625,"methylprednisolone 2 g powder for solution for injection/infusion, 1 vial (1 x 1 vial), 1 box (GPP)",20201217
1170602,"methylprednisolone 2 g powder for solution for injection/infusion, 1 vial (GPP)",20201217
1201316,"methylprednisolone 500 mg powder and solvent for solution for injection/infusion, 1 vial (1 x 1 vial), 1 box (GPP)",20210901
1201290,"methylprednisolone 500 mg powder and solvent for solution for injection/infusion, 1 vial (GPP)",20210901
1201154,"methylprednisolone 500 mg powder for solution for injection/infusion, 1 vial (1 x 1 vial), 1 box (GPP)",20210901
1201131,"methylprednisolone 500 mg powder for solution for injection/infusion, 1 vial (GPP)",20210901
1095210,"methyltestosterone 25 mg tablet, 100 tablet (1 x 100 tablet jar), 1 box (GPP)",20190216
1095193,"methyltestosterone 25 mg tablet, 100 tablet, 1 jar (GPP)",20190216
1062177,"metoclopramide hydrochloride 10 mg tablet, 10 tablet, 1 strip (GPP)",20190216
1079036,"metoclopramide hydrochloride 10 mg tablet, 1000 tablet, 1 bottle (GPP)",20190216
1062196,"metoclopramide hydrochloride 10 mg tablet, 500 tablet (50 x 10 tablet strip), 1 box (GPP)",20190216
1215373,"metoclopramide hydrochloride 10 mg/2 mL solution for injection, 1 x 2 mL ampoule, 1 ampoule (GPP)",20250313
1215394,"metoclopramide hydrochloride 10 mg/2 mL solution for injection, 100 x 2 mL ampoule, 1 box (GPP)",20211202
1325711,"metoclopramide hydrochloride 10 mg/2 mL solution for injection, 50 x 2 mL ampoule, 1 box (GPP)",20250313
1268980,"metoclopramide hydrochloride 100 mcg/1 mL oral solution, 50 mL bottle (GPP)",20230617
1269050,"metoclopramide hydrochloride 500 mcg/1 mL oral solution, 20 mL bottle (GPP)",20230617
1093449,"metoprolol succinate 95 mg prolonged-release tablet, 14 tablet, 1 blister (GPP)",20200801
1223633,"metoprolol succinate 95 mg prolonged-release tablet, 15 tablet, 1 blister (GPP)",20220303
1093465,"metoprolol succinate 95 mg prolonged-release tablet, 28 tablet (2 x 14 tablet blister), 1 box (GPP)",20200801
1214859,"metoprolol tartrate 100 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20211202
1216873,"metoprolol tartrate 100 mg film-coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20211202
1214871,"metoprolol tartrate 100 mg film-coated tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20211202
1067473,"metoprolol tartrate 100 mg tablet, 10 tablet, 1 blister (GPP)",20210604
1155299,"metoprolol tartrate 100 mg tablet, 10 tablet, 1 strip (GPP)",20200801
1067494,"metoprolol tartrate 100 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20210604
1155313,"metoprolol tartrate 100 mg tablet, 500 tablet (50 x 10 tablet strip), 1 box (GPP)",20200801
1214956,"metronidazole 200 mg tablet, 10 tablet, 1 blister (GPP)",20211202
1214973,"metronidazole 200 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20211202
1269111,"metronidazole 40 mg/1 mL oral suspension, 60 mL bottle (GPP)",20230617
1074434,"metronidazole 400 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1074452,"metronidazole 400 mg tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20190216
1165725,"metronidazole 500 mg/100 mL solution for infusion, 1 x 100 mL bag, 1 box (GPP)",20201030
1214939,"metronidazole 500 mg/100 mL solution for infusion, 1 x 100 mL vial, 1 box (GPP)",20211202
1165702,"metronidazole 500 mg/100 mL solution for infusion, 100 mL bag (GPP)",20201030
1214918,"metronidazole 500 mg/100 mL solution for infusion, 100 mL vial (GPP)",20211202
1203446,"metronidazole 750 mg + miconazole nitrate 200 mg pessary, 7 pessary (1 x 7 pessary strip), 1 box (GPP)",20210930
1203422,"metronidazole 750 mg + miconazole nitrate 200 mg pessary, 7 pessary, 1 strip (GPP)",20210930
1214790,"mianserin 10 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20211202
1214816,"mianserin 10 mg film-coated tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20211202
1225104,"mianserin 30 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20220303
1225127,"mianserin 30 mg film-coated tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20220303
1282797,"miconazole 2 g/100 g oral gel, 1 x 15 g tube, 1 box (GPP)",20230915
1282778,"miconazole 2 g/100 g oral gel, 15 g tube (GPP)",20230915
1247812,"miconazole nitrate 2 g/100 g + triamcinolone acetonide 200 mg/100 g cream, 1 x 15 g tube, 1 box (GPP)",20221112
1247798,"miconazole nitrate 2 g/100 g + triamcinolone acetonide 200 mg/100 g cream, 15 g tube (GPP)",20221112
1112911,"miconazole nitrate 2 g/100 g cream, 12 x 5 g tube, 1 box (GPP)",20200801
1114041,"miconazole nitrate 2 g/100 g cream, 5 g tube, 1 box (GPP)",20200801
1152587,"midazolam 15 mg/3 mL solution for injection, 3 mL ampoule (GPP)",20200719
1048233,"midazolam 15 mg/3 mL solution for injection, 5 x 3 mL ampoule, 1 box (GPP)",20200719
1152539,"midazolam 5 mg/1 mL solution for injection, 1 mL ampoule (GPP)",20200719
1048214,"midazolam 5 mg/1 mL solution for injection, 10 x 1 mL ampoule, 1 box (GPP)",20200719
1095711,"midecamycin 200 mg capsule, hard, 500 capsule, 1 bottle (GPP)",20190216
1209727,"midodrine hydrochloride 2.5 mg tablet, 10 tablet, 1 blister (GPP)",20211110
1209743,"midodrine hydrochloride 2.5 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20211110
1289005,"mifepristone 200 mg tablet [1 tablet] (&) misoprostol 200 mcg tablet [4 tablet], 5 tablet (1 x 5 tablet blister), 1 box (GPP)",20231203
1288981,"mifepristone 200 mg tablet [1 tablet] (&) misoprostol 200 mcg tablet [4 tablet], 5 tablet blister (GPP)",20231203
1238196,"milrinone 10 mg/10 mL solution for injection, 10 mL ampoule (GPP)",20220618
1238219,"milrinone 10 mg/10 mL solution for injection, 10 x 10 mL ampoule, 1 box (GPP)",20220618
1205967,"mineral oil 25 mL/100 mL oral emulsion, 240 mL bottle (GPP)",20211029
1132865,"minerals + multivitamins capsule, soft, 10 capsule, 1 blister (GPP)",20191127
1149985,"minerals + multivitamins capsule, soft, 100 capsule (10 x 10 capsule blister), 1 box (GPP)",20200705
1150050,"minerals + multivitamins capsule, soft, 20 capsule (2 x 10 capsule blister), 1 box (GPP)",20200705
1150009,"minerals + multivitamins capsule, soft, 200 capsule, 1 bottle (GPP)",20200705
1132883,"minerals + multivitamins capsule, soft, 30 capsule (3 x 10 capsule blister), 1 box (GPP)",20191127
1135063,"minerals + multivitamins capsule, soft, 50 capsule (5 x 10 capsule blister), 1 box (GPP)",20200118
1132923,"minerals + multivitamins capsule, soft, 50 capsule, 1 bottle (GPP)",20191127
1149963,"minerals + multivitamins capsule, soft, 500 capsule (50 x 10 capsule blister), 1 box (GPP)",20200705
1132733,"minerals + multivitamins capsule, soft, 60 capsule, 1 bottle (GPP)",20191127
1117549,"minerals + multivitamins coated tablet, 10 tablet, 1 blister (GPP)",20190628
1117565,"minerals + multivitamins coated tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20190628
1054934,"minerals + multivitamins coated tablet, 500 tablet, 1 bottle (GPP)",20190216
1066524,"minerals + multivitamins film-coated tablet, 100 tablet (1 x 100 tablet bottle), 1 box (GPP)",20190216
1066507,"minerals + multivitamins film-coated tablet, 100 tablet, 1 bottle (GPP)",20190216
1066666,"minerals + multivitamins film-coated tablet, 30 tablet, 1 bottle (GPP)",20190216
1170813,"minocycline 2 g/100 g ointment, 5 x 500 mg prefilled syr, 1 box (GPP)",20201217
1170799,"minocycline 2 g/100 g ointment, 500 mg prefilled syr (GPP)",20201217
1319641,"minoxidil 2 g/100 mL cutaneous solution, 1 bottle, 1 box (GPP)",20250118
1319625,"minoxidil 2 g/100 mL cutaneous solution, 60 mL bottle (GPP)",20250118
1319687,"minoxidil 5 g/100 mL cutaneous solution, 1 bottle, 1 box (GPP)",20250118
1319660,"minoxidil 5 g/100 mL cutaneous solution, 60 mL bottle (GPP)",20250118
1326656,"minoxidil 5 g/100 mL cutaneous spray, solution, 1 x 50 mL bottle, 1 bottle (GPP)",20250313
1093178,"minoxidil 5 mg tablet, 100 tablet (1 x 100 tablet bottle), 1 box (GPP)",20190216
1093150,"minoxidil 5 mg tablet, 100 tablet, 1 bottle (GPP)",20190216
1095456,"mirabegron 50 mg prolonged-release tablet, 10 tablet, 1 blister (GPP)",20190216
1095473,"mirabegron 50 mg prolonged-release tablet, 10 tablet, 1 bottle (GPP)",20190216
1095494,"mirabegron 50 mg prolonged-release tablet, 30 tablet (3 x 10 tablet bottle), 1 box (GPP)",20190216
1281728,"mirogabalin 10 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20230902
1281744,"mirogabalin 10 mg film-coated tablet, 60 tablet (6 x 10 tablet blister), 1 box (GPP)",20230902
1281936,"mirogabalin 5 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20230902
1281958,"mirogabalin 5 mg film-coated tablet, 60 tablet (6 x 10 tablet blister), 1 box (GPP)",20230902
1076669,"mirtazapine 15 mg orodispersible tablet, 30 tablet (5 x 6 tablet blister), 1 box (GPP)",20190216
1076648,"mirtazapine 15 mg orodispersible tablet, 6 tablet, 1 blister (GPP)",20190216
1075606,"mirtazapine 30 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1075623,"mirtazapine 30 mg film-coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190216
1076624,"mirtazapine 30 mg orodispersible tablet, 30 tablet (5 x 6 tablet blister), 1 box (GPP)",20190216
1076607,"mirtazapine 30 mg orodispersible tablet, 6 tablet, 1 blister (GPP)",20190216
1078599,"misoprostol 200 mcg tablet, 10 tablet, 1 blister (GPP)",20190216
1078612,"misoprostol 200 mcg tablet, 140 tablet (14 x 10 tablet blister), 1 box (GPP)",20190216
1103380,"mitomycin 10 mg powder for solution for injection/infusion, 1 vial (1 x 1 vial), 1 box (GPP)",20210331
1183910,"mitomycin 10 mg powder for solution for injection/infusion, 1 vial (GPP)",20210331
1181194,"mitomycin 100 mcg/1 mL solution for injection, 0.2 mL prefilled syr (GPP)",20210312
1103367,"mitomycin 2 mg powder for solution for injection/infusion, 1 vial, 1 box (GPP)",20190315
1103403,"mitomycin 20 mg powder for solution for injection/infusion, 1 vial, 1 box (GPP)",20190315
1182069,"mitomycin 20 mg/100 mL eye drops, solution, 10 mL bottle (GPP)",20210331
1182122,"mitomycin 40 mg/100 mL eye drops, solution, 10 mL bottle (GPP)",20210331
1319280,"mitomycin 40 mg/100 mL eye drops, solution, 5 mL bottle (GPP)",20241225
1145128,"mitotane 500 mg tablet, 100 tablet (1 x 100 tablet bottle), 1 box (GPP)",20200517
1145100,"mitotane 500 mg tablet, 100 tablet, 1 bottle (GPP)",20200517
1103322,"mitoxantrone 10 mg/5 mL concentrate for solution for infusion, 5 mL vial, 1 box (GPP)",20190315
1103346,"mitoxantrone 20 mg/10 mL concentrate for solution for infusion, 10 mL vial, 1 box (GPP)",20190315
1113181,"moclobemide 150 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190516
1113201,"moclobemide 150 mg film-coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190516
1238940,"molnupiravir 200 mg capsule, hard, 10 capsule, 1 blister (GPP)",20220630
1242008,"molnupiravir 200 mg capsule, hard, 40 capsule (1 x 40 capsule bottle), 1 box (GPP)",20220901
1238964,"molnupiravir 200 mg capsule, hard, 40 capsule (4 x 10 capsule blister), 1 box (GPP)",20220630
1231402,"molnupiravir 200 mg capsule, hard, 40 capsule, 1 bottle (GPP)",20220413
1118210,"mometasone furoate 100 mg/100 g cream, 1 tube, 1 box (GPP)",20250118
1118186,"mometasone furoate 100 mg/100 g cream, 1 x 5 g tube, 1 box (GPP)",20230715
1290784,"mometasone furoate 100 mg/100 g cream, 15 g tube (GPP)",20240202
1275564,"mometasone furoate 100 mg/100 g cream, 5 g tube (GPP)",20230715
1118252,"mometasone furoate 100 mg/100 g cutaneous solution, 30 mL bottle, 1 box (GPP)",20190628
1195395,"mometasone furoate 50 mcg/1 dose nasal spray, suspension, 1 bottle, 1 box (GPP)",20241225
1187306,"mometasone furoate 50 mcg/1 dose nasal spray, suspension, 1 x 140 dose bottle, 1 (&) mometasone furoate 50 mcg/1 dose nasal spray, suspension, 1 x 140 dose bottle dose, 1, 1 box (GPP)",20241225
1187283,"mometasone furoate 50 mcg/1 dose nasal spray, suspension, 140 dose bottle (GPP)",20210418
1255021,"mometasone furoate 50 mcg/1 dose nasal spray, suspension, 140 x 140 dose dose, 1 bottle (GPP)",20230217
1195376,"mometasone furoate 50 mcg/1 dose nasal spray, suspension, 60 dose bottle (GPP)",20210731
1188925,"montelukast 10 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20210429
1188941,"montelukast 10 mg film-coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20210429
1186862,"montelukast 10 mg film-coated tablet, 14 tablet (2 x 7 tablet blister), 1, 14 tablet (2 x 7 tablet blister), 1 box (GPP)",20221104
1246788,"montelukast 10 mg film-coated tablet, 14 tablet, 1 blister (GPP)",20221104
1284691,"montelukast 10 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20231001
1074755,"montelukast 10 mg film-coated tablet, 4 blister, 1 box (GPP)",20241215
1074738,"montelukast 10 mg film-coated tablet, 7 tablet, blister (GPP)",20241215
1244992,"montelukast 4 mg chewable tablet, 28 tablet (4 x 7 tablet blister), 1 box (GPP)",20221014
1244971,"montelukast 4 mg chewable tablet, 7 tablet, 1 blister (GPP)",20221014
1236410,"montelukast 4 mg granules, 28 x 4 mg sachet, 1 box (GPP)",20220514
1236391,"montelukast 4 mg granules, 4 mg sachet (GPP)",20220514
1286878,"montelukast 5 mg chewable tablet, 10 tablet, 1 blister (GPP)",20231104
1286897,"montelukast 5 mg chewable tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20231104
1148587,"montelukast 5 mg chewable tablet, 14 tablet, 1 blister (GPP)",20200614
1148600,"montelukast 5 mg chewable tablet, 28 tablet (2 x 14 tablet blister), 1 box (GPP)",20200614
1074793,"montelukast 5 mg chewable tablet, 4 blister, 1 box (GPP)",20241215
1074772,"montelukast 5 mg chewable tablet, 7 tablet, blister (GPP)",20240831
1283340,"montelukast 5 mg film-coated tablet, 14 tablet, 1 blister (GPP)",20230915
1283364,"montelukast 5 mg film-coated tablet, 28 tablet (2 x 14 tablet blister), 1 box (GPP)",20230915
1223370,"moroctocog alfa 1000 iu powder and solvent for solution for injection, 1 vial (1 x 1 vial), 1 box (GPP)",20220217
1223358,"moroctocog alfa 1000 iu powder and solvent for solution for injection, 1 vial (GPP)",20220217
1221653,"moroctocog alfa 250 iu powder and solvent for solution for injection, 1 vial (1 x 1 vial), 1 box (GPP)",20220203
1221630,"moroctocog alfa 250 iu powder and solvent for solution for injection, 1 vial (GPP)",20220203
1221742,"moroctocog alfa 500 iu powder and solvent for solution for injection, 1 vial (1 x 1 vial), 1 box (GPP)",20220203
1221726,"moroctocog alfa 500 iu powder and solvent for solution for injection, 1 vial (GPP)",20220203
1269225,"morphine sulfate 1 mg/1 mL solution for injection, 3 mL prefilled syr (GPP)",20230617
1100143,"morphine sulfate 10 mg prolonged-release tablet, 10 tablet, 1 blister (GPP)",20190302
1071001,"morphine sulfate 10 mg prolonged-release tablet, 30 tablet (1 x 30 tablet blister), 1 box (GPP)",20190216
1070984,"morphine sulfate 10 mg prolonged-release tablet, 30 tablet, 1 blister (GPP)",20190216
1100162,"morphine sulfate 10 mg prolonged-release tablet, 60 tablet (6 x 10 tablet blister), 1 box (GPP)",20190302
1140110,"morphine sulfate 3 mg/3 mL solution for injection, 10 x 3 mL ampoule, 1 box (GPP)",20200314
1071040,"morphine sulfate 30 mg prolonged-release tablet, 30 tablet (1 x 30 tablet blister), 1 box (GPP)",20190216
1071029,"morphine sulfate 30 mg prolonged-release tablet, 30 tablet, 1 blister (GPP)",20190216
1059864,"mosapride citrate 5 mg film-coated tablet, 10 tablet, blister (GPP)",20250118
1059886,"mosapride citrate 5 mg film-coated tablet, 3 blister, 1 box (GPP)",20250118
1055967,"moxifloxacin 400 mg film-coated tablet, 5 tablet (1 x 5 tablet blister), 1 box (GPP)",20190216
1055946,"moxifloxacin 400 mg film-coated tablet, 5 tablet, 1 blister (GPP)",20190216
1153215,"moxifloxacin 400 mg film-coated tablet, 50 tablet (10 x 5 tablet blister), 1 box (GPP)",20200719
1228092,"moxifloxacin 400 mg/250 mL solution for infusion, 1 x 250 mL bottle, 1 box (GPP)",20220330
1195896,"moxifloxacin 400 mg/250 mL solution for infusion, 1 x 250 mL vial, 1 box (GPP)",20210813
1114170,"moxifloxacin 400 mg/250 mL solution for infusion, 250 mL bag (GPP)",20210211
1228071,"moxifloxacin 400 mg/250 mL solution for infusion, 250 mL bottle (GPP)",20220330
1195877,"moxifloxacin 400 mg/250 mL solution for infusion, 250 mL vial (GPP)",20210813
1114191,"moxifloxacin 400 mg/250 mL solution for infusion, 36 x 250 mL bag, 1 box (GPP)",20190531
1177141,"moxifloxacin 500 mg/100 mL eye drops, solution, 1 x 5 mL bottle, 1 box (GPP)",20210211
1177125,"moxifloxacin 500 mg/100 mL eye drops, solution, 5 mL bottle (GPP)",20210211
1256033,"moxifloxacin 500 mg/100 mL solution for injection, 0.15 mL prefilled syr (GPP)",20230304
1092830,"multivitamins + trace elements coated tablet, 500 tablet, 1 bottle (GPP)",20190216
1092811,"multivitamins + trace elements prolonged-release tablet, 30 tablet, 1 bottle (GPP)",20190216
1118487,"multivitamins coated tablet, 10 tablet, 1 strip (GPP)",20190628
1125761,"multivitamins coated tablet, 100 tablet (1 x 100 tablet bottle), 1 box (GPP)",20190913
1125742,"multivitamins coated tablet, 100 tablet, 1 bottle (GPP)",20190913
1118528,"multivitamins coated tablet, 1000 tablet, 1 bottle (GPP)",20190628
1066480,"multivitamins coated tablet, 1000 tablet, 1 jar (GPP)",20190216
1118500,"multivitamins coated tablet, 500 tablet (50 x 10 tablet strip), 1 box (GPP)",20190628
1125788,"multivitamins coated tablet, 500 tablet, 1 jar (GPP)",20190913
1112320,"multivitamins powder for solution for injection/infusion, 10 vial, 1 box (GPP)",20190504
1230320,"multivitamins syrup, 1 x 15 mL bottle, 1 box (GPP)",20220330
1230308,"multivitamins syrup, 15 mL bottle (GPP)",20220330
1274458,"mupirocin 2 g/100 g ointment, 1 x 15 g tube, 1 box (GPP)",20230715
1204297,"mupirocin 2 g/100 g ointment, 1 x 5 g tube, 1 box (GPP)",20211014
1274436,"mupirocin 2 g/100 g ointment, 15 g tube (GPP)",20230715
1204278,"mupirocin 2 g/100 g ointment, 5 g tube (GPP)",20211014
1106927,"mycophenolate mofetil 250 mg capsule, hard, 10 capsule (1 x 10 capsule blister), 1 box (GPP)",20190411
1069296,"mycophenolate mofetil 250 mg capsule, hard, 10 capsule, 1 blister (GPP)",20190216
1069310,"mycophenolate mofetil 250 mg capsule, hard, 100 capsule (10 x 10 capsule blister), 1 box (GPP)",20190216
1240538,"mycophenolate mofetil 250 mg capsule, hard, 60 capsule (6 x 10 capsule blister), 1 box (GPP)",20220730
1106970,"mycophenolate mofetil 500 mg film-coated tablet, 10 tablet (1 x 10 tablet blister), 1 box (GPP)",20190411
1069334,"mycophenolate mofetil 500 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1069352,"mycophenolate mofetil 500 mg film-coated tablet, 50 tablet (5 x 10 tablet blister), 1 box (GPP)",20190216
1262899,"mycophenolate mofetil 500 mg film-coated tablet, 60 tablet (6 x 10 tablet blister), 1 box (GPP)",20230513
1069375,"mycophenolic acid 180 mg gastro-resistant tablet, 10 tablet, 1 blister (GPP)",20190216
1069399,"mycophenolic acid 180 mg gastro-resistant tablet, 120 tablet (12 x 10 tablet blister), 1 box (GPP)",20190216
1069415,"mycophenolic acid 360 mg gastro-resistant tablet, 10 tablet, 1 blister (GPP)",20190216
1069436,"mycophenolic acid 360 mg gastro-resistant tablet, 120 tablet (12 x 10 tablet blister), 1 box (GPP)",20190216
1325378,"mycophenolic acid 360 mg gastro-resistant tablet, 6 blister, 1 box (GPP)",20250301
1321326,"nalbuphine hydrochloride 10 mg/1 mL solution for injection, 1 mL ampoule (GPP)",20250118
1143566,"nalbuphine hydrochloride 10 mg/1 mL solution for injection, 10 ampoule, 1 box (GPP)",20250118
1301608,"nalfurafine hydrochloride 2.5 mcg orodispersible tablet, 14 tablet blister (GPP)",20240629
1301620,"nalfurafine hydrochloride 2.5 mcg orodispersible tablet, 140 tablet (10 x 14 tablet blister), 1 box (GPP)",20240629
1199700,"naphazoline hydrochloride 100 mg/100 mL nasal spray, solution, 1 x 20 mL bottle, 1 box (GPP)",20210813
1199684,"naphazoline hydrochloride 100 mg/100 mL nasal spray, solution, 20 mL bottle (GPP)",20210813
1131148,"naproxen 250 mg capsule, soft, 10 capsule (1 x 10 capsule blister), 1 box (GPP)",20191115
1131124,"naproxen 250 mg capsule, soft, 10 capsule, 1 blister (GPP)",20191115
1217164,"naproxen 250 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20211202
1217186,"naproxen 250 mg film-coated tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20211202
1070333,"naproxen 250 mg film-coated tablet, 6 tablet, 1 blister (GPP)",20190216
1070351,"naproxen 250 mg film-coated tablet, 60 tablet (10 x 6 tablet blister), 1 box (GPP)",20190216
1325795,"naproxen 250 mg tablet, 10 tablet, 1 blister (GPP)",20250313
1070295,"naproxen 250 mg tablet, 10 tablet, 1 strip (GPP)",20190216
1325814,"naproxen 250 mg tablet, 50 blister, 1 box (GPP)",20250313
1070314,"naproxen 250 mg tablet, 500 tablet (50 x 10 tablet strip), 1 box (GPP)",20190216
1260175,"naproxen 500 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20230401
1260199,"naproxen 500 mg film-coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20230401
1236202,"natamycin 5 g/100 mL eye drops, suspension, 1 x 15 mL bottle, 1 box (GPP)",20220514
1273523,"natamycin 5 g/100 mL eye drops, suspension, 1 x 5 mL bottle, 1 box (GPP)",20230701
1236182,"natamycin 5 g/100 mL eye drops, suspension, 15 mL bottle (GPP)",20220514
1273506,"natamycin 5 g/100 mL eye drops, suspension, 5 mL bottle (GPP)",20230701
1132820,"natural betacarotene 15 mg capsule, soft, 60 capsule, 1 bottle (GPP)",20191127
1211377,"nebivolol 5 mg tablet, 10 tablet, 1 blister (GPP)",20211202
1062219,"nebivolol 5 mg tablet, 14 tablet, 1 blister (GPP)",20190216
1062235,"nebivolol 5 mg tablet, 28 tablet (2 x 14 tablet blister), 1 box (GPP)",20190216
1263407,"nebivolol 5 mg tablet, 28 tablet (4 x 7 tablet blister), 1 box (GPP)",20230604
1211396,"nebivolol 5 mg tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20211202
1263385,"nebivolol 5 mg tablet, 7 tablet, 1 blister (GPP)",20230604
1296179,"negative control of skin-prick tests/1 mL solution for skin-prick test, 1 x 5 mL bottle, 1 box (GPP)",20240412
1296151,"negative control of skin-prick tests/1 mL solution for skin-prick test, 5 mL bottle (GPP)",20240412
1326591,"neisseria meningitidis serogroup B adhesin A protein 50 mcg/0.5 mL + neisseria meningitidis serogroup B factor H binding protein fusion protein 50 mcg/0.5 mL + neisseria meningitidis serogroup B heparin binding antigen fusion protein 50 mcg/0.5 mL + neisseria meningitidis serogroup B outer membrane vesicles 25 mcg/0.5 mL suspension for injection, 1 x 0.5 mL prefilled syr, 1 box (GPP)",20250313
1326570,"neisseria meningitidis serogroup B adhesin A protein 50 mcg/0.5 mL + neisseria meningitidis serogroup B factor H binding protein fusion protein 50 mcg/0.5 mL + neisseria meningitidis serogroup B heparin binding antigen fusion protein 50 mcg/0.5 mL + neisseria meningitidis serogroup B outer membrane vesicles 25 mcg/0.5 mL suspension for injection, 1 x 0.5 mL prefilled syr, 1 prefilled syr (GPP)",20250313
1095795,"neomycin 350 mg tablet, 100 tablet, 1 jar (GPP)",20190216
1319723,"neomycin sulfate 500 mg/100 g + prednisolone 500 mg/100 g cream, 15 g tube (GPP)",20250118
1319747,"neomycin sulfate 500 mg/100 g + prednisolone 500 mg/100 g cream, 15 g tube, 1 box (GPP)",20250118
1319768,"neomycin sulfate 500 mg/100 g + prednisolone 500 mg/100 g cream, 5 g tube (GPP)",20250118
1319781,"neomycin sulfate 500 mg/100 g + prednisolone 500 mg/100 g cream, 5 g tube, 1 box (GPP)",20250118
1275899,"neostigmine methylsulfate 2.5 mg/1 mL solution for injection, 1 mL ampoule (GPP)",20230715
1275913,"neostigmine methylsulfate 2.5 mg/1 mL solution for injection, 50 x 1 mL ampoule, 1 box (GPP)",20230715
