TMTID(GP),FSN,CHANGEDATE
952007,bentonite 7 g/100 mL oral suspension (GP),20150703
1006578,benzalkonium chloride 0.02 mL/100 mL + glycerol 75 mL/100 mL + lidocaine hydrochloride 1 g/100 mL oral solution (GP),20170329
868910,benzalkonium chloride 10 g/100 mL cutaneous solution (GP),20141123
756618,benzalkonium chloride 10 mg/100 g + cetrimide 200 mg/100 g cream (GP),20140407
662850,benzalkonium chloride 100 mcg/1 g + dexamethasone 985 mcg/1 g eye gel (GP),20131102
662781,"benzalkonium chloride 100 mcg/1 mL + loteprednol 2 mg/1 mL eye drops, suspension (GP)",20131102
662976,"benzalkonium chloride 100 mcg/1 mL + loteprednol 5 mg/1 mL eye drops, suspension (GP)",20131102
934151,benzalkonium chloride 100 mcL/100 mL cutaneous solution (GP),20150503
961649,"benzalkonium chloride 13 mg/100 mL + lidocaine hydrochloride 4 g/100 mL nasal drops, solution (GP)",20151018
821893,benzalkonium chloride 133 mg/100 mL cutaneous solution (GP),20150909
821743,benzalkonium chloride 150 mg/100 mL + menthol 1 g/100 mL cutaneous solution (GP),20150909
946941,benzalkonium chloride 20 g/100 g + glycerol 99 mcg/100 g + lidocaine 1 g/100 g oral gel (GP),20150601
987011,benzalkonium chloride 20 mg/100 g + glycerol 98.8 g/100 g + lidocaine 1 g/100 g oral gel (GP),20160605
735662,benzalkonium chloride 50 g/100 mL + ethyl alcohol 80 g/100 mL cutaneous solution (GP),20140214
442443,benzalkonium chloride 500 mcg + benzocaine 1 mg + tyrothricin 1 mg lozenge (GP),20130805
466228,benzalkonium chloride 500 mcg + benzocaine 1 mg + tyrothricin 2 mg lozenge (GP),20130805
351226,benzalkonium chloride 500 mcg + benzocaine 3 mg + tyrothricin 1 mg lozenge (GP),20130805
341078,benzalkonium chloride 7 mg + diiodohydroxyquinoline 100 mg + nystatin 100000 iu vaginal tablet (GP),20130805
661203,benzathine benzylpenicillin 1.2 MU powder and solvent for suspension for injection (GP),20131102
823274,benzathine benzylpenicillin 1.2 MU powder for solution for injection (GP),20140721
977716,benzathine benzylpenicillin 1.2 MU powder for suspension for injection (GP),20160321
803826,benzatropine mesilate 2 mg/2 mL solution for injection (GP),20161231
260091,benzbromarone 100 mg film-coated tablet (GP),20130805
351290,benzethonium chloride 500 mcg + benzocaine 3 mg + tyrothricin 1 mg lozenge (GP),20130805
754806,benzethonium chloride 500 mcg + tyrothricin 1 mg lozenge (GP),20140407
487664,benzocaine 1 g/100 g + hydrocortisone acetate 500 mg/100 g + zinc oxide 20 g/100 g ointment (GP),20200801
842304,benzocaine 18 g/100 g + tetracaine hydrochloride 2 g/100 g oromucosal gel (GP),20140817
465262,benzocaine 2 mg + tyrothricin 2 mg lozenge (GP),20130805
487590,benzocaine 20 g/100 g ointment (GP),20130830
499944,benzocaine 200 mg/100 mL + diphenhydramine hydrochloride 1 g/100 mL cutaneous liquid (GP),20130830
452162,benzocaine 3 mg + tyrothricin 1 mg lozenge (GP),20130805
317243,benzocaine 40 mg + hydrocortisone acetate 7.5 mg + zinc oxide 250 mg suppository (GP),20210312
269246,benzocaine 5 mg + tyrothricin 2 mg lozenge (GP),20130805
1310867,"benzoic acid 5 g/100 mL + salicylic acid 3 g/100 mL + zinc oxide 1 g/100 mL cutaneous spray, solution (GP)",20241005
1010645,benzoic acid 5 g/100 mL + salicylic acid 3 g/100 mL cutaneous solution (GP),20170616
946885,benzoic acid 5 g/100 mL + salicylic acid 3 g/100 mL ointment (GP),20150601
705649,benzoic acid 6 g/100 g + salicylic acid 3 g/100 g ointment (GP),20140118
728467,benzoic acid 6 g/100 g + salicylic acid 4 g/100 g + zinc oxide 10 g/100 g ointment (GP),20140118
971239,benzoin 10 g/100 mL cutaneous solution (GP),20160117
946630,"benzoin 90 mL/100 mL + eucalyptus oil 5 mL/100 mL + menthol 5 mL/100 mL inhalation vapour, solution (GP)",20150601
788735,benzoin tincture 100 mL + podophyllum resin 25 g cutaneous solution (GP),20140504
947018,benzoin tincture 6 g/100 mL cutaneous liquid (GP),20150601
986377,"benzoin tincture 90 mL/100 mL + eucalyptus oil 5 mL/100 mL + menthol 5 g/100 mL inhalation vapour, solution (GP)",20160605
834553,benzoyl peroxide 10 g/100 g gel (GP),20140803
695499,benzoyl peroxide 2.5 g/100 g cream (GP),20140118
655373,benzoyl peroxide 2.5 g/100 g gel (GP),20161231
643778,benzoyl peroxide 4 g/100 g cream (GP),20131005
654258,benzoyl peroxide 5 g/100 g + clindamycin 1 g/100 g gel (GP),20161231
697323,benzoyl peroxide 5 g/100 g cream (GP),20140118
655413,benzoyl peroxide 5 g/100 g gel (GP),20161231
911948,benzydamine hydrochloride 150 mg/100 mL gargle/mouthwash (GP),20150314
1163504,"benzydamine hydrochloride 150 mg/100 mL oromucosal spray, solution (GP)",20201016
645049,benzydamine hydrochloride 3 mg lozenge (GP),20131005
670943,"benzydamine hydrochloride 300 mg/100 mL oromucosal spray, solution (GP)",20131215
644179,benzyl alcohol 6 mg + cetylpyridinium chloride 1.33 mg lozenge (GP),20131005
569519,benzyl alcohol 900 mg/100 mL + methylprednisolone 50 g/100 mL solution for injection (GP),20131005
998511,benzyl benzoate 10 g/100 mL cutaneous suspension (GP),20161203
1030263,benzyl benzoate 10 mL/100 mL cutaneous emulsion (GP),20180518
951658,benzyl benzoate 12.5 g/100 mL cutaneous emulsion (GP),20150614
919017,benzyl benzoate 12.5 g/100 mL cutaneous liquid (GP),20150404
899306,benzyl benzoate 25 g/100 mL cutaneous emulsion (GP),20150218
702901,benzyl benzoate 25 g/100 mL cutaneous liquid (GP),20160605
770171,benzyl benzoate 25 g/100 mL cutaneous suspension (GP),20150909
1030302,benzyl benzoate 25 mL/100 mL cutaneous emulsion (GP),20180518
914816,benzyl benzoate 25 mL/100 mL cutaneous liquid (GP),20150314
870939,benzylpenicillin 0.5 MU powder for solution for injection (GP),20141129
788514,benzylpenicillin 1 MU powder for solution for injection (GP),20140504
666881,benzylpenicillin 5 MU powder for solution for injection (GP),20131130
1165597,benzylpenicillin 5 MU powder for suspension for injection (GP),20201030
579276,benzylpenicillin procaine 300000 u + benzylpenicillin sodium 100000 u + streptomycin 500 mg powder for solution for injection (GP),20131005
1005315,"beractant 100 mg/4 mL endotracheopulmonary instillation, suspension (GP)",20170329
790394,"beractant 200 mg/8 mL endotracheopulmonary instillation, suspension (GP)",20170329
1266162,beraprost sodium 2 mcg/1 mL oral solution (GP),20230617
990086,beraprost sodium 2 mcg/1 mL oral suspension (GP),20160703
210993,beraprost sodium 20 mcg film-coated tablet (GP),20130627
930365,bergamot oil 100 mg/100 mL + lavender oil 20 mg/100 mL + lemon oil 100 mg/100 mL + menthol 1.5 g/100 mL + methyl salicylate 350 mg/100 mL + orange oil 400 mg/100 mL + pine needle oil 1.35 g/100 mL + rosemary oil 60 mg/100 mL + terpineol 100 mg/100 mL + terpinyl acetate 100 mg/100 mL gel (GP),20150418
930438,bergamot oil 100 mg/100 mL + lavender oil 20 mg/100 mL + lemon oil 100 mg/100 mL + menthol 1.5 g/100 mL + methyl salicylate 350 mg/100 mL + orange oil 400 mg/100 mL + pine needle oil 1.35 g/100 mL + rosemary oil 60 mg/100 mL + terpineol 100 mg/100 mL + terpinyl acetate 100 mg/100 mL suspension and solution for spray (GP),20150418
1040363,beroctocog alfa 1000 iu powder and solvent for solution for injection (GP),20181010
1040316,beroctocog alfa 500 iu powder and solvent for solution for injection (GP),20181010
652804,"besifloxacin 600 mg/100 mL eye drops, suspension (GP)",20170329
1033971,betahistine dihydrochloride 16 mg film-coated tablet (GP),20180702
912986,betahistine dihydrochloride 16 mg tablet (GP),20151115
962194,betahistine dihydrochloride 24 mg tablet (GP),20151115
912938,betahistine dihydrochloride 8 mg tablet (GP),20150314
259447,betahistine mesilate 12 mg tablet (GP),20160305
259391,betahistine mesilate 6 mg tablet (GP),20151115
899399,betamethasone 10 g/100 g cream (GP),20150218
925158,betamethasone 10 mg/100 g + salicylic acid 5 g/100 g cream (GP),20150404
487808,betamethasone 100 mg/100 g + clioquinol 3 g/100 g cream (GP),20130830
497607,betamethasone 100 mg/100 g + clotrimazole 1 g/100 g cream (GP),20130830
728031,betamethasone 100 mg/100 g + clotrimazole 100 mg/100 g cream (GP),20140118
488445,betamethasone 100 mg/100 g + gentamicin 100 mg/100 g cream (GP),20130830
488510,betamethasone 100 mg/100 g + gentamicin 100 mg/100 g ointment (GP),20130830
511511,betamethasone 100 mg/100 g + miconazole nitrate 2 g/100 g cream (GP),20160904
488864,betamethasone 100 mg/100 g + neomycin sulfate 300 mg/100 g cream (GP),20130830
489206,betamethasone 100 mg/100 g + neomycin sulfate 330 mg/100 g cream (GP),20130830
489015,betamethasone 100 mg/100 g + neomycin sulfate 350 mg/100 g cream (GP),20130830
488919,betamethasone 100 mg/100 g + neomycin sulfate 500 mg/100 g cream (GP),20130830
702196,betamethasone 100 mg/100 g + urea 10 g/100 g cream (GP),20160605
654052,betamethasone 100 mg/100 g cream (GP),20131102
654145,betamethasone 100 mg/100 mL cutaneous solution (GP),20131102
490357,betamethasone 350 mg/100 g + neomycin sulfate 100 mg/100 g cream (GP),20130830
801075,betamethasone 50 mg/100 g + calcipotriol 5 mg/100 g gel (GP),20190815
1008289,betamethasone 50 mg/100 g + calcipotriol 5 mg/100 g ointment (GP),20190815
488292,betamethasone 50 mg/100 g + clioquinol 1 g/100 g + gentamicin 100 mg/100 g + tolnaftate 1 g/100 g cream (GP),20190531
498064,betamethasone 50 mg/100 g + clotrimazole 1 g/100 g cream (GP),20130830
488409,betamethasone 50 mg/100 g + gentamicin 100 mg/100 g cream (GP),20130830
1008329,betamethasone 50 mg/100 g + salicylic acid 3 g/100 g ointment (GP),20170602
928834,betamethasone 50 mg/100 g + urea 10 g/100 g cream (GP),20150407
824206,betamethasone dipropionate 100 g/100 g + clotrimazole 1 mg/100 g cream (GP),20140721
498853,betamethasone dipropionate 100 mg/100 g + clotrimazole 1 g/100 g cream (GP),20130830
857232,betamethasone dipropionate 100 mg/100 g cream (GP),20141019
742881,betamethasone dipropionate 5 mg/1 mL + betamethasone sodium phosphate 2 mg/1 mL suspension for injection (GP),20140304
498951,betamethasone dipropionate 50 mg/100 g + clotrimazole 1 g/100 g cream (GP),20130830
1127866,betamethasone dipropionate 50 mg/100 g + potassium iodide 10 g/100 mL oral solution (GP),20210211
645106,betamethasone dipropionate 50 mg/100 g + salicylic acid 3 g/100 g ointment (GP),20131005
645175,betamethasone dipropionate 50 mg/100 g cream (GP),20131005
645238,betamethasone dipropionate 50 mg/100 g ointment (GP),20131005
936009,betamethasone dipropionate 50 mg/100 mg + salicylic acid 5 g/100 g cream (GP),20150503
770246,betamethasone dipropionate 500 mcg/1 mL cutaneous solution (GP),20140407
1051235,betamethasone dipropionate 64 mg/100 g + clotrimazole 1 g/100 g + gentamicin 100 mg/100 g cream (GP),20190120
813951,betamethasone dipropionate 64 mg/100 g + fusidic acid 2 g/100 g cream (GP),20140616
814011,betamethasone dipropionate 64 mg/100 g + fusidic acid 2 g/100 g ointment (GP),20140616
794003,betamethasone dipropionate 64 mg/100 g + gentamicin 170 mg/100 g cream (GP),20140519
806491,betamethasone dipropionate 64 mg/100 g + salicylic acid 3 g/100 g ointment (GP),20140602
671048,"betamethasone dipropionate 64 mg/100 mL + salicylic acid 2 g/100 mL cutaneous spray, solution (GP)",20220810
928662,betamethasone dipropionate 64 mg/100 mL + salicylic acid 3 g/100 g ointment (GP),20220810
978396,betamethasone maleate 100 mg/100 g + coal tar 1 g/100 g + salicylic acid 3 g/100 g cream (GP),20160321
978493,betamethasone maleate 100 mg/100 g + coal tar 1 g/100 g + salicylic acid 5 g/100 g cream (GP),20160321
978214,betamethasone maleate 100 mg/100 g + coal tar 600 mg/100 g + salicylic acid 3 g/100 g cream (GP),20160321
978312,betamethasone maleate 100 mg/100 g + coal tar 600 mg/100 g + salicylic acid 5 g/100 g cream (GP),20160321
978088,betamethasone maleate 100 mg/100 g + coal tar 600 mg/100 g cream (GP),20160321
927787,betamethasone valerate 100 mg/100 g + clioquinol 3 g/100 g cream (GP),20150404
751700,betamethasone valerate 100 mg/100 g + coal tar 3 g/100 g cream (GP),20171002
922186,betamethasone valerate 100 mg/100 g + coal tar 5 g/100 g cream (GP),20150404
892741,betamethasone valerate 100 mg/100 g + coal tar 5 mL/100 g cream (GP),20150202
771983,betamethasone valerate 100 mg/100 g + crude coal tar 5 g/100 g cream (GP),20140407
797337,betamethasone valerate 100 mg/100 g + fusidic acid 2 g/100 g cream (GP),20170413
704372,betamethasone valerate 100 mg/100 g + salicylic acid 10 g/100 g cream (GP),20160604
704412,betamethasone valerate 100 mg/100 g + salicylic acid 20 g/100 g cream (GP),20160604
704291,betamethasone valerate 100 mg/100 g + salicylic acid 3 g/100 g cream (GP),20160604
704132,betamethasone valerate 100 mg/100 g + salicylic acid 3 g/100 g ointment (GP),20180329
704338,betamethasone valerate 100 mg/100 g + salicylic acid 5 g/100 g cream (GP),20160604
932703,betamethasone valerate 100 mg/100 g + salicylic acid 50 mg/1 g cream (GP),20150418
893207,betamethasone valerate 100 mg/100 g + urea 10 g/100 g cream (GP),20150202
702235,betamethasone valerate 100 mg/100 g + urea 20 g/100 g cream (GP),20160605
978832,betamethasone valerate 100 mg/100 g + urea 30 g/100 g cream (GP),20160321
1014833,betamethasone valerate 100 mg/100 g + urea 40 g/100 g cream (GP),20170916
702154,betamethasone valerate 100 mg/100 g + urea 5 g/100 g cream (GP),20160605
671727,betamethasone valerate 100 mg/100 g cream (GP),20170218
1134323,betamethasone valerate 100 mg/100 mL cutaneous solution (GP),20191212
893367,betamethasone valerate 50 mg/100 g + clioquinol 3 g/100 g cream (GP),20150202
1051584,betamethasone valerate 50 mg/100 g + clotrimazole 500 mg/100 g + neomycin sulfate 250 mg/100 g cream (GP),20190120
1039915,betamethasone valerate 50 mg/100 g + clotrimazole 500 mg/100 g cream (GP),20180926
892681,betamethasone valerate 50 mg/100 g + coal tar 5 mL/100 g cream (GP),20150202
987292,betamethasone valerate 50 mg/100 g + hydroquinone 4 g/100 g + tretinoin 25 mg/100 g cream (GP),20160605
987271,betamethasone valerate 50 mg/100 g + tretinoin 12.5 mg/100 g cream (GP),20160605
1051509,betamethasone valerate 50 mg/100 g + tretinoin 20 mg/100 g cream (GP),20190120
893141,betamethasone valerate 50 mg/100 g + urea 10 g/100 g cream (GP),20150202
919126,betamethasone valerate 50 mg/100 g cream (GP),20150404
1135708,betamethasone valerate 500 mg/100 g + salicylic acid 3 g/100 g cream (GP),20200118
1051566,betamethasone valerate 80 mg/100 g + urea 20 g/100 g cream (GP),20190120
1150182,betamethasone varelate 100 mg/100 g + salicylic acid 5 g/100 g cream (GP),20241004
1323215,betamethasone varelate 100 mg/100 g + urea 10 g/100 g cream (GP),20250215
855545,beta-sitosterol 250 mg/100 g ointment (GP),20141019
523189,"betaxolol 250 mg/100 mL eye drops, solution (GP)",20170204
354266,betaxolol hydrochloride 20 mg film-coated tablet (GP),20170204
684279,bethanechol chloride 10 mg tablet (GP),20140104
684222,bethanechol chloride 5 mg tablet (GP),20140104
984720,bevacizumab 1.25 g/100 mL solution for injection (GP),20231001
985350,bevacizumab 100 mg/4 mL concentrate for solution for infusion (GP),20160605
987432,bevacizumab 2.5 g/100 mL solution for injection (GP),20160605
541739,bevacizumab 2.5 mg/0.1 mL solution for injection (GP),20170114
1300123,bevacizumab 400 mg/16 mL concentrate for solution for infusion (GP),20240615
211013,bezafibrate 200 mg film-coated tablet (GP),20130627
211021,bezafibrate 200 mg tablet (GP),20130627
211032,bezafibrate 400 mg prolonged-release tablet (GP),20130627
719840,biapenem 300 mg powder for solution for injection (GP),20140118
211045,bicalutamide 150 mg film-coated tablet (GP),20130627
211050,bicalutamide 50 mg film-coated tablet (GP),20130627
211066,bicalutamide 50 mg tablet (GP),20130627
1159098,bictegravir 50 mg + emtricitabine 200 mg + tenofovir alafenamide 25 mg film-coated tablet (GP),20200904
647037,"bifidobacterium biphidum 1 billion organisms + lactobacillus acidophilus agent 1 billion organisms capsule, hard (GP)",20131005
1005239,bifonazole 1 g/100 g cream (GP),20170316
1222332,bilastine 10 mg orodispersible tablet (GP),20220203
954785,bilastine 20 mg tablet (GP),20150805
786718,"bimatoprost 10 mg/100 mL eye drops, solution (GP)",20170629
526675,"bimatoprost 30 mg/100 mL + timolol 500 mg/100 mL eye drops, solution (GP)",20130914
525874,"bimatoprost 30 mg/100 mL eye drops, solution (GP)",20170218
263382,biotin 1 mg tablet (GP),20130805
799357,biotin 150 mcg + calcium 100 mg + colecalciferol 200 iu + copper 500 mcg + cyanocobalamin 1 mg + folic acid 200 mcg + ginseng extract 40 mg + iron 10 mg + magnesium 40 mg + nicotinamide 18 mg + pyridoxine hydrochloride 2 mg + riboflavin 1.6 mg + selenium 50 mcg + thiamine mononitrate 1.4 mg + tocopherol 14.9 mg + zinc 1 mg effervescent tablet (GP),20221001
903553,biotin 150 mcg + calcium pantothenate 6.4 mg + cyanocobalamin 20 mcg + folic acid 300 mcg + nicotinamide 20 mg + pyridoxine 2 mg + riboflavin 1.7 mg + thiamine 1.5 mg film-coated tablet (GP),20240913
338295,biotin 300 mcg tablet (GP),20130805
1131343,"biotin 50 mcg + calcium pantothenate 50 mg + choline bitartrate 50 mg + cyanocobalamin 50 mcg + folic acid 100 mcg + inositol 50 mg + nicotinamide 50 mg + pyridoxine hydrochloride 50 mg + riboflavin 50 mg + thiamine 50 mg capsule, soft (GP)",20191115
263437,"biotin 600 mcg capsule, hard (GP)",20130805
263471,biotin 600 mcg film-coated tablet (GP),20130805
263519,biotin 600 mcg tablet (GP),20130805
321425,bisacodyl 10 mg coated tablet (GP),20130805
264229,bisacodyl 10 mg film-coated tablet (GP),20130805
264524,bisacodyl 10 mg suppository (GP),20130805
279560,bisacodyl 5 mg + docusate sodium 15 mg film-coated tablet (GP),20130805
