TMTID(SUBS),FSN,CHANGEDATE
576919,protein (SUBS),20131005
1258145,protein c (SUBS),20230316
673917,protein D (SUBS),20150920
803130,protein hydrolysates (SUBS),20140602
970760,protionamide (SUBS),20160117
425649,prucalopride (SUBS),20130805
302228,prulifloxacin (SUBS),20130805
228990,pseudoephedrine hydrochloride (SUBS),20151207
734807,psyllium seed (SUBS),20150903
749195,purified duck embryo rabies vaccine (SUBS),20140324
853536,purified tetanus toxoid (SUBS),20141004
686807,pygeum africanum (SUBS),20140104
881304,pyrantel pamoate (SUBS),20150119
269128,pyrazinamide (SUBS),20130805
519964,pyridostigmine bromide (SUBS),20161203
223365,pyridoxine (SUBS),20131018
748323,pyridoxine hydrochloride (SUBS),20140324
227714,pyrimethamine (SUBS),20130805
321460,pyritinol (SUBS),20130805
1039759,pyritinol hydrochloride (SUBS),20180926
1120283,pyronaridine tetraphosphate (SUBS),20190714
421995,quetiapine (SUBS),20130805
225316,quinapril (SUBS),20130627
1205174,quinidine sulfate (SUBS),20211014
865912,quinine dihydrochloride (SUBS),20141123
236429,quinine sulfate (SUBS),20161017
225328,rabbit anti-human thymocyte immunoglobulin (SUBS),20130627
856317,rabeprazole sodium (SUBS),20151207
762621,rabies immunoglobulin (horse) (SUBS),20140407
794061,rabies immunoglobulin (human) (SUBS),20151018
673022,rabies vaccine (human diploid cell) (SUBS),20131215
669466,rabies vaccine (purified chick embryo cell) (SUBS),20200720
668378,rabies vaccine (vero cell) (SUBS),20170916
344323,racecadotril (SUBS),20130805
1029041,radium-223 dichloride (SUBS),20180518
655838,raloxifene hydrochloride (SUBS),20151207
647071,raltegravir (SUBS),20141004
686876,ramelteon (SUBS),20140104
225337,ramipril (SUBS),20130627
349774,ramosetron (SUBS),20130805
1004065,ramucirumab (SUBS),20170218
577752,ranibizumab (SUBS),20131005
225344,ranitidine (SUBS),20130627
996547,ranolazine (SUBS),20161106
256170,rasagiline (SUBS),20130805
645293,raubasine (SUBS),20131005
1309740,raxtozinameran (SUBS),20241005
225359,rebamipide (SUBS),20130627
645388,reboxetine (SUBS),20131005
1005032,recombinant cholera toxin B subunit (SUBS),20170316
776772,recombinant hepatitis B virus vaccine (SUBS),20190302
740199,recombinant human epidermal growth factor (SUBS),20140304
744805,recombinant human erythropoietin alfa (SUBS),20140304
1041857,recombinant human thrombopoietin (SUBS),20181103
1004927,recombinant pertussis toxin (rPT) (SUBS),20170316
1305279,recombinant respiratory syncytial virus (RSV) vaccine (SUBS),20240817
785583,recombinant surface antigen hepatitis B (SUBS),20150920
1286747,recombinant varicella zoster glycoprotein E vaccine (SUBS),20231104
729731,regorafenib (SUBS),20140202
1164803,remdesivir (SUBS),20201016
1295291,remifentanil (SUBS),20240412
395089,repaglinide (SUBS),20130805
345708,reserpine (SUBS),20130805
774855,resorcinol (SUBS),20140407
1322869,respiratory syncytial virus (RSV) subgroup A vaccine (recombinant) (SUBS),20250301
1322848,respiratory syncytial virus (RSV) subgroup B vaccine (recombinant) (SUBS),20250301
792879,retapamulin (SUBS),20140519
225363,reteplase (reteplase protein) (SUBS),20130627
757318,retinol (SUBS),20140407
871787,retinyl acetate (SUBS),20141129
1312599,revefenacin (SUBS),20241102
917366,rhubarb (SUBS),20150404
932145,rhubarb tincture (SUBS),20150418
295029,ribavirin (SUBS),20130805
1032004,ribociclib (SUBS),20180601
263693,riboflavin (SUBS),20130805
282800,rifampicin (SUBS),20130805
1136776,rifapentine (SUBS),20200213
1305019,rifaximin (SUBS),20240817
346690,rilmenidine (SUBS),20130805
674473,rilpivirine (SUBS),20140104
429914,riluzole (SUBS),20130805
1306136,rimegepant (SUBS),20240831
1193738,ripasudil hydrochloride hydrate (SUBS),20210715
1226254,risdiplam (SUBS),20220316
225371,risedronate sodium (SUBS),20130627
388388,risperidone (SUBS),20130805
236558,ritonavir (SUBS),20130805
225385,rituximab (SUBS),20130627
651832,rivaroxaban (SUBS),20131005
323347,rivastigmine (SUBS),20130805
764273,rocuronium bromide (SUBS),20140407
652668,roflumilast (SUBS),20131005
1012173,romiplostim (SUBS),20170806
1168568,romosozumab (SUBS),20201202
732588,root extract of the ruscus aculeatus plant (SUBS),20140202
425373,ropinirole (SUBS),20130805
1259821,ropivacaine hydrochloride (SUBS),20230401
958132,rosa canina extract (SUBS),20150818
1106217,rosehips (SUBS),20190411
930279,rosemary oil (SUBS),20150418
643296,rosiglitazone (SUBS),20131005
225392,rosuvastatin (SUBS),20130627
722786,rotigotine (SUBS),20140118
233987,roxithromycin (SUBS),20130805
567909,rubella (SUBS),20131005
1002743,rufinamide (SUBS),20170205
686946,rufloxacin (SUBS),20140104
434923,rupatadine (SUBS),20130805
1189639,rurioctocog alfa pegol (SUBS),20210513
762303,russell's viper antivenin (SUBS),20160214
322735,rutin (SUBS),20130805
930100,rutoside (SUBS),20150418
849139,"rutoside, combinations (SUBS)",20140914
887609,ruxolitinib (SUBS),20150202
687014,sabal extract (SUBS),20140104
840190,sabal serrulatiaguosum siccum (SUBS),20140817
854842,saccharide for serotype 6B (SUBS),20141004
762467,saccharin (SUBS),20140407
956513,saccharin sodium (SUBS),20150805
655478,saccharomyces boulardii (SUBS),20131102
993769,sacubitril (SUBS),20160904
1248961,safinamide (SUBS),20221202
235473,salbutamol (SUBS),20130805
234194,salicylamide (SUBS),20130805
225407,salicylic acid (SUBS),20130627
690062,salmeterol (SUBS),20140104
960110,salol (SUBS),20150922
1272278,sapropterin dihydrochloride (SUBS),20230701
330683,saquinavir (SUBS),20130805
1239947,sars-cov-2 spike protein (SUBS),20220730
1192129,"sars-cov-2 vaccine (vero cell), inactivated (19nCoV-CDC-Tan-HB02) (SUBS)",20210621
1177978,"sars-cov-2 vaccine (vero cell), inactivated (SUBS)",20210223
1234259,satralizumab (SUBS),20220514
708614,saturated solution of potassium iodide oral solution (SUBS),20140118
816475,saw palmetto berries viscous extract (SUBS),20140616
855424,saw palmetto extract (SUBS),20141019
647403,saxagliptin (SUBS),20131005
777173,scopolia extract (SUBS),20140420
1017338,secukinumab (SUBS),20171103
231374,selegiline hydrochloride (SUBS),20151207
797597,selenium (SUBS),20140519
1294226,selenium dioxide (SUBS),20240328
765929,selenium sulfide (SUBS),20140407
1050178,selexipag (SUBS),20190120
1327179,selinexor (SUBS),20250313
1313459,selpercatinib (SUBS),20241117
1305660,selumetinib (SUBS),20240831
1148685,semaglutide (SUBS),20200614
531421,senega tincture (SUBS),20130914
756809,senna (SUBS),20140407
687080,senna glycosides (SUBS),20140104
734905,sennoside (SUBS),20150801
870023,sennosides B (SUBS),20141129
854406,serine (SUBS),20150801
1322135,serplulimab (SUBS),20250201
248823,serratiopeptidase (SUBS),20130805
652079,sertaconazole nitrate (SUBS),20131005
652196,sertraline (SUBS),20131005
687154,sevelamer carbonate (SUBS),20160403
524684,sevoflurane (SUBS),20130914
708755,shohl?s solution (SUBS),20140118
649324,sildenafil (SUBS),20131005
863994,silibinin (SUBS),20141123
687226,silodosin (SUBS),20140104
753412,silver nitrate (SUBS),20140324
731358,silver sulfadiazine (SUBS),20140202
753533,silver zinc sulfadiazine (SUBS),20140324
357959,silymarin (SUBS),20130805
1307514,simethicone (SUBS),20240913
807681,simeticone (SUBS),20140602
225411,simvastatin (SUBS),20130627
225424,sirolimus (SUBS),20130627
225430,sirolimus nanosystems dispersion (SUBS),20130627
339609,sitafloxacin (SUBS),20130805
351870,sitagliptin (SUBS),20130805
692683,sitosterol (SUBS),20140104
687290,sobrerol (SUBS),20140104
884663,sodium (SUBS),20150119
708680,sodium acetate (SUBS),20140118
763639,sodium acetate trihydrate (SUBS),20140407
225448,sodium alginate (SUBS),20130627
743652,sodium ascorbate (SUBS),20140304
225453,sodium aurothiomalate (SUBS),20130627
956773,sodium barbiturate (SUBS),20150805
977134,sodium benzoate (SUBS),20160307
225469,sodium bicarbonate (SUBS),20130627
749021,sodium bicarbonate coarse (SUBS),20140324
749045,sodium bicarbonate fine (SUBS),20140324
485424,sodium biphosphate (SUBS),20130826
799110,sodium bisulfite (SUBS),20140519
813489,sodium borate (SUBS),20140616
750468,sodium calcium edetate (SUBS),20140324
909198,sodium camphorsulfonate (SUBS),20150228
734283,sodium carbonate (SUBS),20140202
520688,sodium chloride (SUBS),20130914
784201,sodium chondroitin sulfate (SUBS),20140504
602824,sodium citrate (SUBS),20131005
744268,sodium citrate dihydrate (SUBS),20140304
1221215,sodium citric dihydrate (SUBS),20220113
698258,sodium cromoglicate (SUBS),20170114
821339,sodium dihydroazapentacene polysulfonate (SUBS),20140705
950642,sodium dihydrogen phosphate monohydrate (SUBS),20150614
687453,sodium fluoride (SUBS),20140104
841975,sodium folinate (SUBS),20140817
734375,sodium fusidate (SUBS),20140202
1303804,sodium gluconate (SUBS),20240802
783557,sodium glycerophosphate (SUBS),20140504
1324754,sodium hyaluronate (SUBS),20250301
1324731,sodium hyaluronate crosslinked (SUBS),20250301
982310,sodium hydroxide (SUBS),20160418
837375,sodium hypochlorite (SUBS),20140817
506551,sodium iodide (SUBS),20130830
828249,sodium ioxitalamate (SUBS),20140721
558092,sodium lactate (SUBS),20131005
982381,sodium laureth sulfate (SUBS),20160418
942286,sodium lauryl sulfate (SUBS),20150515
961581,sodium metabisulfite (SUBS),20151018
1294203,sodium molybdate (SUBS),20240328
880316,sodium nitrate (SUBS),20150105
717786,sodium nitrite (SUBS),20140118
520299,sodium nitroprusside (SUBS),20130914
961259,sodium perborate (SUBS),20151018
834991,sodium picosulfate (SUBS),20140803
952432,sodium polystyrene sulfonate (SUBS),20150703
739816,sodium pyrrolidone carboxylate (SUBS),20140304
225476,sodium rabeprazole (SUBS),20151207
922983,sodium sulfate (SUBS),20150404
920167,sodium sulfate anhydrous (SUBS),20150404
708888,sodium thiosulfate (SUBS),20140118
1176717,sodium zinc chloride (SUBS),20210211
1316718,sodium zirconium cyclosilicate (SUBS),20241215
965331,sofosbuvir (SUBS),20151207
471966,solifenacin succinate (SUBS),20151207
723070,somatostatin acetate (SUBS),20140118
578548,somatropin (SUBS),20131005
659869,sorafenib (SUBS),20131102
814506,sorbitol (SUBS),20140616
1264004,sotorasib (SUBS),20230604
730149,soya oil (SUBS),20150920
773518,special mouthwash (SUBS),20150801
935020,spermaceti (SUBS),20150503
687578,spiramycin (SUBS),20140104
233364,spironolactone (SUBS),20130805
705271,squill and ammonia mixture (SUBS),20140118
531409,squill tincture (SUBS),20130914
1029115,standardised allergen extract from the house dust mites (SUBS),20180518
814263,stannous fluoride (SUBS),20140616
800387,stanozolol (SUBS),20140519
255589,stavudine (SUBS),20130805
1178718,stearic acid (SUBS),20210226
894270,stearyl alcohol (SUBS),20150202
1293155,sterile water for injection (SUBS),20240313
816499,stinging nettle roots dry extract (SUBS),20140616
711610,stomachica mixture (SUBS),20140118
842698,storax (SUBS),20140901
1122944,strearyl alcohol (SUBS),20190815
225509,streptokinase (SUBS),20130627
279946,streptomycin (SUBS),20130805
811117,strong ammonia solution (SUBS),20140616
666765,strong capsicum tincture (SUBS),20131130
666783,strong ginger tincture (SUBS),20131130
225513,strontium ranelate (SUBS),20130627
867198,strychnine sulfate (SUBS),20141123
717900,succimer (SUBS),20140118
225521,sucralfate (SUBS),20130627
1296789,sucroferric oxyhydroxide (SUBS),20240501
880385,sucrose (SUBS),20150105
795087,sugammadex (SUBS),20140519
463089,sulbactam (SUBS),20130805
678443,sulbutiamine (SUBS),20140104
526597,sulfacetamide sodium (SUBS),20151207
257844,sulfadiazine (SUBS),20130805
449794,sulfadimidine (SUBS),20130805
330356,sulfadoxine (SUBS),20130805
616006,sulfafurazole (SUBS),20241004
746865,sulfaguanidine (SUBS),20140324
449815,sulfamerazine (SUBS),20130805
279415,sulfamethizole (SUBS),20130805
230239,sulfamethoxazole (SUBS),20130805
436139,sulfasalazine (SUBS),20130805
464804,sulfathiazole (SUBS),20130805
449964,sulfinpyrazone (SUBS),20130805
517179,sulfur (SUBS),20130830
980679,sulfuric acid (SUBS),20160404
225532,sulindac (SUBS),20130627
961696,sulisobenzone (SUBS),20151018
225545,sulodexide (SUBS),20130627
723313,sulprostone (SUBS),20140118
292976,sultamicillin (SUBS),20130805
646900,sumatriptan (SUBS),20131005
225550,sunitinib (SUBS),20161017
833330,suprarenal extract (SUBS),20140803
723402,suxamethonium chloride (SUBS),20140118
794930,syloid 244 (SUBS),20140519
880476,syrup (SUBS),20150105
225566,tacrolimus (SUBS),20130627
281822,tadalafil (SUBS),20130805
1245183,tafamidis (SUBS),20221014
1308853,tafenoquine (SUBS),20240913
670422,tafluprost (SUBS),20131130
710431,talbot's solution (SUBS),20160605
885351,talc (SUBS),20150920
225578,tamoxifen (SUBS),20130627
867677,tamoxifen citrate (SUBS),20141123
646406,tamsulosin (SUBS),20131005
956080,tamsulosin hydrochloride (SUBS),20150805
818196,tartaric acid (SUBS),20140705
575364,tazobactam (SUBS),20131005
1323514,teclistamab (SUBS),20250215
1286267,tecovirimat (SUBS),20231013
225584,tegafur (SUBS),20130627
723494,teicoplanin (SUBS),20140118
438690,telbivudine (SUBS),20130805
687718,telithromycin (SUBS),20140104
225597,telmisartan (SUBS),20130627
225606,temozolomide (SUBS),20130627
653777,temsirolimus (SUBS),20131018
225610,tenecteplase (SUBS),20131018
1156159,teneligliptin (SUBS),20200801
661242,tenofovir (SUBS),20151207
1036721,tenofovir alafenamide (SUBS),20180805
254494,tenofovir disoproxil (SUBS),20151207
765046,tenofovir disoproxil fumarate (SUBS),20151207
225623,tenoxicam (SUBS),20130627
225634,teprenone (SUBS),20130627
347083,terazosin (SUBS),20130805
1287599,terbinafine  hydrochloride (SUBS),20231104
356945,terbinafine (SUBS),20130805
1286694,terbinafine hydrochloride (SUBS),20231104
859544,terbutaline sulfate (SUBS),20150731
1012517,teriflunomide (SUBS),20170806
579367,teriparatide (SUBS),20131005
723619,terlipressin (SUBS),20140118
1029542,terlipressin acetate (SUBS),20180518
1325983,terminalia chebula extract (SUBS),20250313
791386,terpeneless dill seed oil (SUBS),20140504
531244,terpin hydrate (SUBS),20130914
930298,terpineol (SUBS),20150418
930312,terpinyl acetate (SUBS),20150418
345253,testosterone (SUBS),20130805
1032833,testosterone cypionate (SUBS),20180616
1032851,testosterone enantate (SUBS),20180616
1032814,testosterone propionate (SUBS),20180616
1031837,testosterone undecanoate (SUBS),20180601
857324,tetanus antitoxin (SUBS),20141019
761692,tetanus immunoglobulin of equine origin (SUBS),20150801
741180,tetanus immunoglobulin of human origin (SUBS),20150801
560907,tetanus toxoid (SUBS),20131005
1299796,tetanus toxoid carrier protein (SUBS),20240615
763768,tetracaine hydrochloride (SUBS),20140407
225647,tetrachlordecaoxide (SUBS),20130627
1282254,tetrachlorodecaoxide (SUBS),20230902
723688,tetracosactide (SUBS),20140118
226580,tetracycline (SUBS),20130805
747178,tetracycline hydrochloride (SUBS),20140324
523906,tetryzoline hydrochloride (SUBS),20170204
225668,thalidomide (SUBS),20130627
231771,theophylline (SUBS),20130805
375079,thiamazole (SUBS),20191127
225891,thiamine (SUBS),20131018
678142,thiamine disulfide (SUBS),20140104
748352,thiamine hydrochloride (SUBS),20140324
748778,thiamine mononitrate (SUBS),20140324
236088,thiamphenicol (SUBS),20130805
517608,thimerosal (SUBS),20130830
1105105,thioctic acid (SUBS),20190331
225675,thioguanine (SUBS),20130627
709830,thiomersal (SUBS),20140118
766580,thiopental sodium (SUBS),20140407
254983,thioridazine (SUBS),20130805
1278061,thiotepa (SUBS),20230804
764717,threonine (SUBS),20150801
724610,thrombin (SUBS),20150801
784498,thuja occidentalis (SUBS),20140504
225681,thymalfasin (SUBS),20131018
518056,thymol (SUBS),20130830
756383,thyroid extract (SUBS),20140407
723753,thyrotropin (SUBS),20140118
446687,tianeptine (SUBS),20130805
225699,tiaprofenic acid (SUBS),20130627
360705,tibolone (SUBS),20130805
225964,ticagrelor (SUBS),20130713
225702,ticlopidine (SUBS),20130627
746266,ticlopidine hydrochloride (SUBS),20140324
662042,tigecycline (SUBS),20131102
1301387,tildrakizumab (SUBS),20240629
379592,timolol (SUBS),20130805
1265246,timolol maleate (SUBS),20230604
250645,tinidazole (SUBS),20130805
225718,tinzaparin sodium (SUBS),20130627
518278,tioconazole (SUBS),20130830
867432,tioguanine (SUBS),20141123
649975,tiotropium (SUBS),20170916
1004915,tiotropium bromide (SUBS),20170916
1111566,tipiracil (SUBS),20190504
225725,tirofiban (SUBS),20130627
687787,tiropramide (SUBS),20140104
832263,titanium dioxide (SUBS),20140803
1241038,tixagevimab (SUBS),20220810
444322,tizanidine (SUBS),20130805
522957,tobramycin (SUBS),20130914
225739,tocilizumab (SUBS),20130627
757339,tocopherol (SUBS),20140407
943752,tofacitinib (SUBS),20150601
533290,tofisopam (SUBS),20130914
488263,tolnaftate (SUBS),20130830
643671,tolperisone (SUBS),20131005
1126893,tolperisone hydrochloride (SUBS),20191004
644893,tolterodine tartrate (SUBS),20160320
842717,tolu balsam (SUBS),20140901
698477,tolvaptan (SUBS),20140118
460458,topiramate (SUBS),20130805
225741,topotecan (SUBS),20130627
467116,torasemide (SUBS),20130805
225756,toremifene citrate (SUBS),20130627
1196905,tozinameran (SUBS),20220316
896467,tr.senega b.p.c. (SUBS),20150218
225760,trabectedin (SUBS),20130627
1308208,trace element (SUBS),20240913
676519,trace elements (SUBS),20140104
864627,tramadol hydrochloride (SUBS),20141123
1019362,trametinib (SUBS),20171116
225773,trandolapril (SUBS),20130627
650849,tranexamic acid (SUBS),20131005
225787,trastuzumab (SUBS),20170916
1304635,trastuzumab deruxtecan (SUBS),20240817
1004361,trastuzumab emtansine (SUBS),20170302
522886,travoprost (SUBS),20130914
644829,trazodone (SUBS),20131005
1051668,trelagliptin (SUBS),20190203
1301864,tremelimumab (SUBS),20240629
650041,tretinoin (SUBS),20131005
765566,triacetin (SUBS),20140407
878814,triamcinolone acetate (SUBS),20150105
501709,triamcinolone acetonide (SUBS),20130830
736268,triamterene (SUBS),20140214
846285,tribasic calcium phosphate (SUBS),20160917
783416,tricalcium citrate (SUBS),20140504
754118,trichloroacetic acid (SUBS),20140324
517198,triclosan (SUBS),20130830
1324627,trifarotene (SUBS),20250301
325319,trifluoperazine (SUBS),20130805
1111584,trifluridine (SUBS),20190504
225794,triflusal (SUBS),20130627
716139,trihexyphenidyl hydrochloride (SUBS),20160321
734489,trimebutine (SUBS),20140202
690898,trimetazidine dihydrochloride (SUBS),20140104
230256,trimethoprim (SUBS),20130805
855120,trimipramine (SUBS),20141019
687964,tripamide (SUBS),20140104
228974,triprolidine hydrochloride (SUBS),20161203
225804,triptorelin (SUBS),20130627
1029471,triptorelin acetate (SUBS),20180518
829819,trisodium citrate (SUBS),20140803
748587,trisodium citrate dihydrate (SUBS),20140324
982470,troclosene sodium (SUBS),20160418
523104,tropicamide (SUBS),20130914
649808,trospium chloride (SUBS),20131005
688037,troxerutin (SUBS),20140104
902417,trypan blue stain (SUBS),20150920
804214,tryptophan (SUBS),20140602
527659,tuaminoheptane (SUBS),20130914
581383,tuberculin (SUBS),20131005
840778,tuberculin purified protein derivative (SUBS),20140817
668642,"tuberculosis, live attenuated (SUBS)",20131130
1034602,turoctocog alfa (SUBS),20180702
1246052,turoctocog alfa pegol (SUBS),20221104
964494,turpentine oil (SUBS),20151207
841189,"typhoid, purified polysaccharide antigen (SUBS)",20140817
269214,tyrothricin (SUBS),20130805
688102,ubidecarenone (SUBS),20140104
1053480,ulipristal acetate (SUBS),20190216
1020911,umeclidinium (SUBS),20171202
225815,uracil (SUBS),20130627
341176,urea (SUBS),20130805
830439,urofollitropin (SUBS),20140803
225827,urokinase (SUBS),20130627
651185,ursodeoxycholic acid (SUBS),20131005
225836,ustekinumab (SUBS),20130627
651417,valaciclovir (SUBS),20131005
1286100,valbenazine (SUBS),20231013
651349,valganciclovir (SUBS),20131005
764755,valine (SUBS),20150801
521529,valproate sodium (SUBS),20150920
225843,valsartan (SUBS),20130627
470299,vancomycin (SUBS),20130805
765112,vancomycin hydrochloride (SUBS),20140407
358753,vardenafil (SUBS),20130805
278959,varenicline (SUBS),20130805
672604,"varicella zoster, live attenuated (SUBS)",20131215
572273,vasopressin (SUBS),20131005
723879,vecuronium bromide (SUBS),20140118
1023220,vedolizumab (SUBS),20180203
1261758,velaglucerase alfa (SUBS),20230412
1036797,velpatasvir (SUBS),20180805
791505,vemurafenib (SUBS),20140504
320320,venlafaxine (SUBS),20130805
990797,verapamil hydrochloride (SUBS),20160703
1255315,vericiguat (SUBS),20230217
723996,verteporfin (SUBS),20140118
1005050,vibrio cholerae O1 inactivated antigen (SUBS),20170316
435784,vigabatrin (SUBS),20130805
996727,vilanterol (SUBS),20161106
333738,vildagliptin (SUBS),20130805
225862,vinblastine sulfate (SUBS),20130627
225870,vincristine sulfate (SUBS),20130627
225889,vinorelbine (SUBS),20130627
274204,vinpocetine (SUBS),20130805
678231,vitamin A (SUBS),20140104
755954,vitamin A acetate (SUBS),20141014
701026,vitamin B complex (SUBS),20140118
765344,vitamin B1 (SUBS),20140407
765363,vitamin B12 (SUBS),20140407
765385,vitamin B2 (SUBS),20140407
765407,vitamin B6 (SUBS),20140407
768105,vitamin D (SUBS),20140407
678254,vitamin D2 (SUBS),20140104
678671,vitamin D3 (SUBS),20140104
678277,vitamin E (SUBS),20140104
678296,vitamin K1 (SUBS),20140104
258427,voglibose (SUBS),20130805
725757,von willebrand factor (SUBS),20140118
1041410,vonoprazan (SUBS),20181103
651536,voriconazole (SUBS),20131005
962529,vortioxetine (SUBS),20151116
225929,warfarin sodium (SUBS),20130627
779865,water (SUBS),20150801
1308188,water soluble multivitamins (SUBS),20240913
812145,weak ginger tincture (SUBS),20140616
776111,white petrolatum (SUBS),20140420
710505,whitehead's varnish (SUBS),20141014
711756,whitfield?s ointment (SUBS),20151004
1036573,wintergreen oil (SUBS),20180805
1221178,xanthan gum (SUBS),20220113
834293,xylometazoline hydrochloride (SUBS),20201230
998106,"yellow fever virus, live attenuated (SUBS)",20161203
698892,yohimbine (SUBS),20140118
661120,zanamivir (SUBS),20131102
1313672,zanubrutinib (SUBS),20241117
264049,zidovudine (SUBS),20130805
338615,zinc (SUBS),20130805
710579,zinc acetate (SUBS),20140118
791579,zinc gluconate (SUBS),20140504
874574,zinc hyaluronate (SUBS),20141214
915886,zinc iodide (SUBS),20150314
317215,zinc oxide (SUBS),20130805
704726,zinc sulfate (SUBS),20140118
480282,ziprasidone (SUBS),20130805
863546,zirconium oxide (SUBS),20141123
1033218,zofenopril calcium (SUBS),20180616
225938,zoledronic acid (SUBS),20130627
652316,zolmitriptan (SUBS),20131005
534592,zolpidem tartrate (SUBS),20130914
482700,zonisamide (SUBS),20130805
287810,zuclopenthixol (SUBS),20130805
714693,ขมิ้นชัน (SUBS),20140118
822160,เถาวัลย์เปรียง (SUBS),20140705
714767,น้ำมันไพล (SUBS),20140118
714906,ผงใบฟ้าทะลายโจร (SUBS),20140118
714831,ผงผลมะแว้ง (SUBS),20140118
819307,สารสกัดกระชายดำ (SUBS),20140705
714975,สารสกัดจากใบพญายอ (SUBS),20140118
