TMTID(GPU),FSN,CHANGEDATE
371072,"dextromethorphan hydrobromide 10 mg + guaifenesin 200 mg + pseudoephedrine hydrochloride 30 mg capsule, soft, 1 capsule (GPU)",20130805
432591,"dextromethorphan hydrobromide 10 mg + guaifenesin 200 mg film-coated tablet, 1 tablet (GPU)",20130805
449051,"dextromethorphan hydrobromide 10 mg lozenge, 1 lozenge (GPU)",20160417
609566,"dextromethorphan hydrobromide 10 mg/5 mL + guaifenesin 100 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
609787,"dextromethorphan hydrobromide 10 mg/5 mL + guaifenesin 200 mg/5 mL oral drops, solution, 60 mL bottle (GPU)",20131005
609448,"dextromethorphan hydrobromide 10 mg/5 mL + guaifenesin 200 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
640279,"dextromethorphan hydrobromide 10 mg/5 mL + pseudoephedrine hydrochloride 30 mg/5 mL + triprolidine hydrochloride 1.25 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
610230,"dextromethorphan hydrobromide 10 mg/5 mL + sodium citrate 300 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
610435,"dextromethorphan hydrobromide 10 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
626101,"dextromethorphan hydrobromide 100 mg/100 mL + doxylamine succinate 41.67 mg/100 mL + paracetamol 3.334 g/100 mL + pseudoephedrine hydrochloride 200 mg/100 mL syrup, 240 mL bottle (GPU)",20131005
247448,"dextromethorphan hydrobromide 15 mg + diphenhydramine hydrochloride 12.5 mg + guaifenesin 100 mg + pseudoephedrine hydrochloride 30 mg capsule, hard, 1 capsule (GPU)",20130805
306702,"dextromethorphan hydrobromide 15 mg + guaifenesin 100 mg + pseudoephedrine hydrochloride 30 mg capsule, soft, 1 capsule (GPU)",20130805
1031939,"dextromethorphan hydrobromide 15 mg + guaifenesin 100 mg + terpin hydrate 130 mg film-coated tablet, 1 tablet (GPU)",20180601
955577,"dextromethorphan hydrobromide 15 mg + guaifenesin 100 mg + terpin hydrate 130 mg tablet, 1 tablet (GPU)",20170303
757076,"dextromethorphan hydrobromide 15 mg + guaifenesin 100 mg + terpin hydrate 50 mg tablet, 1 tablet (GPU)",20140407
287000,"dextromethorphan hydrobromide 15 mg + guaifenesin 100 mg capsule, hard, 1 capsule (GPU)",20130805
268648,"dextromethorphan hydrobromide 15 mg + guaifenesin 100 mg coated tablet, 1 tablet (GPU)",20130805
431794,"dextromethorphan hydrobromide 15 mg + guaifenesin 100 mg film-coated tablet, 1 tablet (GPU)",20130805
306917,"dextromethorphan hydrobromide 15 mg + guaifenesin 100 mg tablet, 1 tablet (GPU)",20130805
401879,"dextromethorphan hydrobromide 15 mg + paracetamol 500 mg + phenylephrine hydrochloride 5 mg tablet, 1 tablet (GPU)",20160104
306610,"dextromethorphan hydrobromide 15 mg + phenylephrine hydrochloride 5 mg tablet, 1 tablet (GPU)",20160104
455085,"dextromethorphan hydrobromide 15 mg + terpin hydrate 130 mg tablet, 1 tablet (GPU)",20130805
293175,"dextromethorphan hydrobromide 15 mg capsule, hard, 1 capsule (GPU)",20130805
320845,"dextromethorphan hydrobromide 15 mg chewable tablet, 1 tablet (GPU)",20130805
955646,"dextromethorphan hydrobromide 15 mg coated tablet, 1 tablet (GPU)",20150805
247385,"dextromethorphan hydrobromide 15 mg film-coated tablet, 1 tablet (GPU)",20130805
449098,"dextromethorphan hydrobromide 15 mg lozenge, 1 lozenge (GPU)",20160417
247344,"dextromethorphan hydrobromide 15 mg tablet, 1 tablet (GPU)",20130805
626036,"dextromethorphan hydrobromide 15 mg/15 mL + doxylamine succinate 6.25 mg/15 mL + paracetamol 500 mg/15 mL + pseudoephedrine hydrochloride 30 mg/15 mL syrup, 60 mL bottle (GPU)",20131005
610712,"dextromethorphan hydrobromide 15 mg/15 mL syrup, 15 mL bottle (GPU)",20131005
614633,"dextromethorphan hydrobromide 15 mg/5 mL + diphenhydramine hydrochloride 12.5 mg/5 mL + pseudoephedrine hydrochloride 30 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
609843,"dextromethorphan hydrobromide 15 mg/5 mL + guaifenesin 100 mg/5 mL oral drops, solution, 60 mL bottle (GPU)",20131005
609509,"dextromethorphan hydrobromide 15 mg/5 mL + guaifenesin 100 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
610351,"dextromethorphan hydrobromide 15 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
609964,"dextromethorphan hydrobromide 2 g/15 mL + guaifenesin 2 g/15 mL syrup, 60 mL bottle (GPU)",20131005
293240,"dextromethorphan hydrobromide 2.5 mg + phenylephrine hydrochloride 500 mcg lozenge, 1 lozenge (GPU)",20160417
449154,"dextromethorphan hydrobromide 2.5 mg lozenge, 1 lozenge (GPU)",20160417
954507,"dextromethorphan hydrobromide 20 mg + guaifenesin 50 mg + terpin hydrate 85 mg coated tablet, 1 tablet (GPU)",20150805
307895,"dextromethorphan hydrobromide 30 mg coated tablet, 1 tablet (GPU)",20130805
361562,"dextromethorphan hydrobromide 30 mg tablet, 1 tablet (GPU)",20130805
304134,"dextromethorphan hydrobromide 5 mg lozenge, 1 lozenge (GPU)",20160417
610016,"dextromethorphan hydrobromide 5 mg/5 mL + glycyrrhiza 0.25 mL/5 mL + ipecacuanha 150 mcL/5 mL syrup, 60 mL bottle (GPU)",20131005
633062,"dextromethorphan hydrobromide 5 mg/5 mL + guaifenesin 100 mg/5 mL + phenylephrine hydrochloride 10 mg/5 mL syrup, 60 mL bottle (GPU)",20160104
609889,"dextromethorphan hydrobromide 5 mg/5 mL + guaifenesin 50 mg/5 mL oral drops, solution, 60 mL bottle (GPU)",20131005
609681,"dextromethorphan hydrobromide 5 mg/5 mL + guaifenesin 50 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
610156,"dextromethorphan hydrobromide 5 mg/5 mL + pseudoephedrine hydrochloride 15 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
610276,"dextromethorphan hydrobromide 5 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
625847,"dextromethorphan hydrobromide 67 mg/100 mL + paracetamol 2.167 g/100 mL + pseudoephedrine hydrochloride 200 mg/100 mL syrup, 240 mL bottle (GPU)",20131005
614148,"dextromethorphan hydrobromide 7.5 mg/5 mL + diphenhydramine hydrochloride 10 mg/5 mL + sodium citrate 40 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
614304,"dextromethorphan hydrobromide 7.5 mg/5 mL + diphenhydramine hydrochloride 12.5 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
610899,"dextromethorphan hydrobromide 7.5 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
302413,"dextropropoxyphene 32.5 mg + paracetamol 325 mg capsule, hard, 1 capsule (GPU)",20130805
1257709,"dextrose 1 g oral powder, 1 g sachet (GPU)",20230316
940000,"dextrose 1.621 g/2.54 g + potassium chloride 179 mg/2.54 g + sodium chloride 316 mg/2.54 g + sodium citrate dihydrate 352 mg/2.54 g powder for oral solution, 2.54 g sachet (GPU)",20190203
747761,"dextrose 1.8 g/2.519 g + potassium chloride 134 mg/2.519 g + sodium chloride 342 mg/2.519 g + sodium citrate dihydrate 243 mg/2.519 g powder for oral solution, 2.519 g sachet (GPU)",20190203
825042,"dextrose 1.916 g/3.3 g + potassium chloride 217 mg/3.3 g + sodium chloride 406 mg/3.3 g + sodium citrate dihydrate 435 mg/3.3 g powder for oral solution, 3.3 g sachet (GPU)",20230604
558457,"dextrose 10 g/100 mL + sodium chloride 180 mg/100 mL solution for infusion, 1 L bag (GPU)",20131005
930976,"dextrose 10 g/100 mL + sodium chloride 180 mg/100 mL solution for infusion, 100 mL bottle (GPU)",20161017
963033,"dextrose 10 g/100 mL + sodium chloride 180 mg/100 mL solution for infusion, 200 mL bag (GPU)",20151116
775818,"dextrose 10 g/100 mL + sodium chloride 180 mg/100 mL solution for infusion, 200 mL bottle (GPU)",20140519
528653,"dextrose 10 g/100 mL + sodium chloride 180 mg/100 mL solution for infusion, 500 mL bag (GPU)",20130914
817194,"dextrose 10 g/100 mL + sodium chloride 180 mg/100 mL solution for infusion, 500 mL bottle (GPU)",20140705
997694,"dextrose 10 g/100 mL + sodium chloride 225 mg/100 mL solution for infusion, 200 mL bottle (GPU)",20161117
997723,"dextrose 10 g/100 mL + sodium chloride 225 mg/100 mL solution for infusion, 500 mL bottle (GPU)",20161117
558501,"dextrose 10 g/100 mL + sodium chloride 230 mg/100 mL solution for infusion, 1 L bag (GPU)",20131005
558540,"dextrose 10 g/100 mL + sodium chloride 300 mg/100 mL solution for infusion, 1 L bag (GPU)",20131005
817187,"dextrose 10 g/100 mL + sodium chloride 300 mg/100 mL solution for infusion, 1 L bottle (GPU)",20140705
997641,"dextrose 10 g/100 mL + sodium chloride 300 mg/100 mL solution for infusion, 200 mL bottle (GPU)",20161117
963005,"dextrose 10 g/100 mL + sodium chloride 300 mg/100 mL solution for infusion, 500 mL bag (GPU)",20151116
906852,"dextrose 10 g/100 mL + sodium chloride 300 mg/100 mL solution for infusion, 500 mL bottle (GPU)",20150228
528695,"dextrose 10 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion, 1 L bag (GPU)",20130914
817173,"dextrose 10 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion, 1 L bottle (GPU)",20140705
997562,"dextrose 10 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion, 200 mL bottle (GPU)",20161117
775792,"dextrose 10 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion, 500 mL bag (GPU)",20140420
817160,"dextrose 10 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion, 500 mL bottle (GPU)",20140705
997618,"dextrose 10 g/100 mL + sodium chloride 450 mg/100 mL solution for injection/infusion, 100 mL bottle (GPU)",20161117
528816,"dextrose 10 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion, 1 L bag (GPU)",20130914
558658,"dextrose 10 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion, 1 L bottle (GPU)",20151102
997515,"dextrose 10 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion, 200 mL bottle (GPU)",20161117
558749,"dextrose 10 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion, 500 mL bag (GPU)",20131005
791859,"dextrose 10 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion, 500 mL bottle (GPU)",20140519
556745,"dextrose 10 g/100 mL solution for infusion, 1 L bag (GPU)",20151101
556721,"dextrose 10 g/100 mL solution for infusion, 1 L bottle (GPU)",20151102
963067,"dextrose 10 g/100 mL solution for infusion, 200 mL bag (GPU)",20151116
784031,"dextrose 10 g/100 mL solution for infusion, 200 mL bottle (GPU)",20151101
844940,"dextrose 10 g/100 mL solution for infusion, 500 mL bag (GPU)",20140914
836183,"dextrose 10 g/100 mL solution for infusion, 500 mL bottle (GPU)",20140817
995291,"dextrose 10.125 g/16.5 g + potassium chloride 1.125 g/16.5 g + sodium chloride 1.95 g/16.5 g + sodium citrate dihydrate 2.175 g/16.5 g powder for oral solution, 16.5 g sachet (GPU)",20190203
853019,"dextrose 10.13 g/15.9 g + potassium chloride 1.15 g/15.9 g + sodium chloride 1.97 g/15.9 g + sodium citrate dihydrate 2.2 g/15.9 g powder for oral solution, 15.9 g sachet (GPU)",20190202
982797,"dextrose 100 g powder for oral solution, 100 g sachet (GPU)",20160418
894505,"dextrose 12.5 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion, 1 L bottle (GPU)",20150202
894465,"dextrose 12.5 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion, 1 L bottle (GPU)",20150202
963108,"dextrose 12.5 g/100 mL solution for infusion, 1 L bag (GPU)",20151116
556882,"dextrose 12.5 g/100 mL solution for infusion, 1 L bottle (GPU)",20151101
985898,"dextrose 12.5 g/100 mL solution for injection/infusion, 80 mL bottle (GPU)",20181119
778647,"dextrose 13 g/15 g + potassium chloride 300 mg/15 g + sodium chloride 700 mg/15 g + sodium citrate dihydrate 580 mg/15 g powder for oral solution, 15 g sachet (GPU)",20190203
1035767,"dextrose 13.5 g/1 L + potassium chloride 1.5 g/1 L + sodium chloride 2.6 g/1 L + sodium citrate dihydrate 2.9 g/1 L oral solution, 450 mL bottle (GPU)",20190504
894580,"dextrose 15 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion, 1 L bottle (GPU)",20150202
894546,"dextrose 15 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion, 1 L bottle (GPU)",20150202
556933,"dextrose 15 g/100 mL solution for infusion, 1 L bottle (GPU)",20151101
852943,"dextrose 15 g/21.75 g + potassium chloride 1.12 g/21.75 g + sodium chloride 2.63 g/21.75 g + sodium citrate dihydrate 2.21 g/21.75 g powder for oral solution, 21.75 g sachet (GPU)",20190203
1019890,"dextrose 15 g/22.5 g + potassium chloride 1.15 g/22.5 g + sodium chloride 2.65 g/22.5 g + sodium citrate dihydrate 2.2 g/22.5 g powder for oral solution, 22.5 g sachet (GPU)",20190202
1020799,"dextrose 180 g/100 mL + sodium chloride 180 mg/100 mL solution for injection, 500 mL bottle (GPU)",20171202
1203012,"dextrose 2.025 g/3.1 g + potassium chloride 225 mg/3.1 g + sodium chloride 390 mg/3.1 g + sodium citrate dihydrate 435 mg/3.1 g powder for oral solution, 3.1 g sachet (GPU)",20230604
1285138,"dextrose 2.025 g/3.23 g + potassium chloride 225 mg/3.23 g + sodium chloride 390 mg/3.23 g + sodium citrate dihydrate 435 mg/3.23 g powder for oral solution, 3.23 g sachet (GPU)",20231013
858497,"dextrose 2.025 g/3.3 g + potassium chloride 225 mg/3.3 g + sodium chloride 390 mg/3.3 g + sodium citrate dihydrate 435 mg/3.3 g powder for oral solution, 3.3 g sachet (GPU)",20190805
558806,"dextrose 2.5 g/100 mL + sodium chloride 450 mg/100 mL solution for injection/infusion, 100 mL bag (GPU)",20151101
558847,"dextrose 2.5 g/100 mL + sodium chloride 900 mg/100 mL solution for injection/infusion, 100 mL bag (GPU)",20151101
940333,"dextrose 2.99 g/3.645 g + potassium chloride 179 mg/3.645 g + sodium chloride 105 mg/3.645 g + sodium citrate dihydrate 353 mg/3.645 g powder for oral solution, 3.645 g sachet (GPU)",20190204
879988,"dextrose 20 g/1 L + sodium chloride 1.66 g/1 L oral solution, 1 L bottle (GPU)",20180504
880033,"dextrose 20 g/1 L + sodium chloride 5 g/1 L oral solution, 1 L bottle (GPU)",20180504
894682,"dextrose 20 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion, 1 L bottle (GPU)",20150202
894653,"dextrose 20 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion, 500 mL bottle (GPU)",20150202
894624,"dextrose 20 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion, 1 L bottle (GPU)",20150202
997821,"dextrose 20 g/100 mL solution for infusion, 1 L bottle (GPU)",20161117
556980,"dextrose 20 g/100 mL solution for injection/infusion, 100 mL bag (GPU)",20151102
782727,"dextrose 20 g/27.9 g + potassium chloride 1.5 g/27.9 g + sodium chloride 3.5 g/27.9 g + sodium citrate 2.9 g/27.9 g powder for oral solution, 27.9 g sachet (GPU)",20230604
1020845,"dextrose 200 g/100 mL + sodium chloride 180 mg/100 mL solution for injection, 500 mL bottle (GPU)",20171202
677939,"dextrose 25 g + glycerol 100 g + sodium chloride 4.5 g solution for infusion, 500 mL bottle (GPU)",20140104
886912,"dextrose 25 g + sodium chloride 2.25 g solution for infusion, 500 mL bottle (GPU)",20150202
520724,"dextrose 25 g/1 L + glycerol 100 g/1 L + sodium chloride 4.5 g/1 L solution for infusion, 500 mL vial (GPU)",20130914
894757,"dextrose 25 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion, 1 L bottle (GPU)",20150202
894719,"dextrose 25 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion, 1 L bottle (GPU)",20150202
557033,"dextrose 25 g/100 mL solution for injection, 10 mL ampoule (GPU)",20131005
866995,"dextrose 25 g/100 mL solution for injection/infusion, 10 mL bottle (GPU)",20141123
557079,"dextrose 25 g/100 mL solution for injection/infusion, 100 mL bag (GPU)",20151101
761502,"dextrose 3 g + potassium chloride 230 mg + sodium chloride 530 mg + sodium citrate dihydrate 440 mg granules for oral solution, 1 sachet (GPU)",20190531
1005937,"dextrose 3 g/4.2 g + potassium chloride 230 mg/4.2 g + sodium chloride 530 mg/4.2 g + sodium citrate dihydrate 440 mg/4.2 g powder for oral solution, 4.2 g sachet (GPU)",20190203
779557,"dextrose 3 g/4.25 g + potassium chloride 230 mg/4.25 g + sodium chloride 530 mg/4.25 g + sodium citrate dihydrate 440 mg/4.25 g powder for oral solution, 4.25 g sachet (GPU)",20230604
820201,"dextrose 3 g/4.5 g + potassium chloride 230 mg/4.5 g + sodium chloride 530 mg/4.5 g + sodium citrate dihydrate 440 mg/4.5 g powder for oral solution, 4.5 g sachet (GPU)",20190202
857590,"dextrose 3 g/5 g + potassium chloride 230 mg/5 g + sodium chloride 530 mg/5 g + sodium citrate dihydrate 440 mg/5 g solution for peritoneal dialysis, 5 g sachet (GPU)",20190202
844550,"dextrose 3.242 g/5.09 g + potassium chloride 358 mg/5.09 g + sodium chloride 632 mg/5.09 g + sodium citrate dihydrate 704 mg/5.09 g powder for oral solution, 5.09 g sachet (GPU)",20190204
558899,"dextrose 3.3 g/100 mL + sodium chloride 300 mg/100 mL solution for injection/infusion, 100 mL bag (GPU)",20151101
1264487,"dextrose 3.375 g/5.383 g + potassium chloride 375 mg/5.383 g + sodium chloride 650 mg/5.383 g + sodium citrate dihydrate 725 mg/5.383 g powder for oral solution, 5.383 g sachet (GPU)",20230604
744309,"dextrose 3.375 g/5.5 g + potassium chloride 375 mg/5.5 g + sodium chloride 650 mg/5.5 g + sodium citrate dihydrate 725 mg/5.5 g powder for oral solution, 5.5 g sachet (GPU)",20230604
558966,"dextrose 3.75 g/100 mL + sodium chloride 230 mg/100 mL solution for infusion, 1 L bag (GPU)",20131005
894828,"dextrose 30 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion, 1 L bottle (GPU)",20150202
894790,"dextrose 30 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion, 1 L bottle (GPU)",20150202
997866,"dextrose 30 g/100 mL solution for infusion, 1 L bottle (GPU)",20161117
557154,"dextrose 30 g/100 mL solution for injection/infusion, 100 mL bag (GPU)",20151101
1325299,"dextrose 30 g/100 mL syrup, 50 mL bottle (GPU)",20250301
559012,"dextrose 4 g/100 mL + sodium chloride 180 mg/100 mL solution for injection/infusion, 100 mL bag (GPU)",20151101
559065,"dextrose 4.23 g/100 mL + sodium chloride 180 mg/100 mL solution for injection/infusion, 100 mL bag (GPU)",20151101
559110,"dextrose 4.3 g/100 mL + sodium chloride 180 mg/100 mL solution for injection/infusion, 100 mL bag (GPU)",20151101
848943,"dextrose 4.8 g/6.99 g + potassium chloride 360 mg/6.99 g + sodium chloride 840 mg/6.99 g + sodium citrate dihydrate 710 mg/6.99 g powder for oral solution, 6.99 g sachet (GPU)",20190204
1256067,"dextrose 40 g/100 mL oral gel, 2 mL prefilled syr (GPU)",20230304
557203,"dextrose 40 g/100 mL solution for injection/infusion, 100 mL bag (GPU)",20151101
571968,"dextrose 5 g/100 mL + glyceryl trinitrate 10 mg/100 mL solution for infusion, 100 mL vial (GPU)",20150515
940945,"dextrose 5 g/100 mL + glyceryl trinitrate 10 mg/100 mL solution for infusion, 250 mL vial (GPU)",20150515
572013,"dextrose 5 g/100 mL + glyceryl trinitrate 20 mg/100 mL solution for infusion, 100 mL vial (GPU)",20150515
941161,"dextrose 5 g/100 mL + glyceryl trinitrate 20 mg/100 mL solution for infusion, 250 mL vial (GPU)",20150515
572066,"dextrose 5 g/100 mL + glyceryl trinitrate 40 mg/100 mL solution for infusion, 100 mL vial (GPU)",20150515
941190,"dextrose 5 g/100 mL + glyceryl trinitrate 40 mg/100 mL solution for infusion, 250 mL vial (GPU)",20150515
910557,"dextrose 5 g/100 mL + nicotinamide 25 mg/100 mL + pyridoxine 2 mg/100 mL + riboflavin 2 mg/100 mL + thiamine 2.5 mg/100 mL solution for injection/infusion, 1 L bottle (GPU)",20150228
674309,"dextrose 5 g/100 mL + potassium chloride 150 mg/100 mL solution for infusion, 1 L bottle (GPU)",20140104
