TMTID(GPU),FSN,CHANGEDATE
526112,"propofol 200 mg/20 mL emulsion for injection/infusion, 20 mL vial (GPU)",20170412
525107,"propofol 400 mg/20 mL emulsion for infusion, 20 mL ampoule (GPU)",20130914
576575,"propofol 500 mg/50 mL emulsion for injection/infusion, 50 mL vial (GPU)",20170329
576801,"propofol 500 mg/50 mL solution for injection, 50 mL vial (GPU)",20170427
1326042,"propolis extract 1 g/100 g + terminalia chebula extract 10 g/100 g oromucosal spray, solution, 15 mL bottle (GPU)",20250313
235795,"propranolol hydrochloride 10 mg film-coated tablet, 1 tablet (GPU)",20130805
246174,"propranolol hydrochloride 10 mg tablet, 1 tablet (GPU)",20130805
990637,"propranolol hydrochloride 2 mg/1 mL oral suspension, 30 mL bottle (GPU)",20160703
1158459,"propranolol hydrochloride 2 mg/1 mL oral suspension, 40 mL bottle (GPU)",20200815
1001253,"propranolol hydrochloride 2 mg/1 mL oral suspension, 60 mL bottle (GPU)",20161215
262216,"propranolol hydrochloride 20 mg film-coated tablet, 1 tablet (GPU)",20130805
966416,"propranolol hydrochloride 200 mg/100 mL syrup, 30 mL bottle (GPU)",20151222
481811,"propranolol hydrochloride 40 mg coated tablet, 1 tablet (GPU)",20130805
235846,"propranolol hydrochloride 40 mg film-coated tablet, 1 tablet (GPU)",20130805
246212,"propranolol hydrochloride 40 mg tablet, 1 tablet (GPU)",20130805
418691,"propranolol hydrochloride 80 mg film-coated tablet, 1 tablet (GPU)",20130805
348570,"propranolol hydrochloride 80 mg prolonged-release capsule, hard, 1 capsule (GPU)",20130805
923370,"propylene glycol 40 g/100 mL cutaneous solution, 1 L bottle (GPU)",20150404
1205126,"propylene glycol 40 mL/100 mL cutaneous solution, 240 mL bottle (GPU)",20211014
924137,"propylene glycol 40 mL/100 mL oral solution, 120 mL bottle (GPU)",20150404
1147178,"propylene glycol 50 mL/100 mL oral solution, 240 mL bottle (GPU)",20200601
1227448,"propylene glycol 600 mg/100 mL eye drops, emulsion, 5 mL bottle (GPU)",20220316
400589,"propylthiouracil 50 mg tablet, 1 tablet (GPU)",20130805
576864,"protamine 10 mg/1 mL solution for injection, 5 mL ampoule (GPU)",20131005
576957,"protein 50 mg/1 mL solution for injection, 10 mL vial (GPU)",20131005
577003,"protein 50 mg/1 mL solution for injection, 100 mL vial (GPU)",20131005
577026,"protein 50 mg/1 mL solution for injection, 200 mL vial (GPU)",20131005
577042,"protein 50 mg/1 mL solution for injection, 250 mL vial (GPU)",20131005
576988,"protein 50 mg/1 mL solution for injection, 50 mL vial (GPU)",20131005
803176,"protein hydrolysates 215.2 mg/1 mL concentrate for solution for injection/infusion, 1 mL ampoule (GPU)",20140602
803225,"protein hydrolysates 215.2 mg/1 mL concentrate for solution for injection/infusion, 10 mL ampoule (GPU)",20140602
803202,"protein hydrolysates 215.2 mg/1 mL concentrate for solution for injection/infusion, 5 mL ampoule (GPU)",20140602
970804,"protionamide 250 mg film-coated tablet, 1 tablet (GPU)",20160117
425683,"prucalopride 1 mg film-coated tablet, 1 tablet (GPU)",20130805
425736,"prucalopride 2 mg film-coated tablet, 1 tablet (GPU)",20130805
302263,"prulifloxacin 100 mg film-coated tablet, 1 tablet (GPU)",20130805
674138,"pseudoephedrine hydrochloride 30 mg film-coated tablet, 1 tablet (GPU)",20140104
641528,"pseudoephedrine hydrochloride 30 mg/5 mL + triprolidine hydrochloride 1.25 mg/5 mL syrup, 1 L bottle (GPU)",20131005
641559,"pseudoephedrine hydrochloride 30 mg/5 mL + triprolidine hydrochloride 1.25 mg/5 mL syrup, 30 mL bottle (GPU)",20131005
641460,"pseudoephedrine hydrochloride 30 mg/5 mL + triprolidine hydrochloride 1.25 mg/5 mL syrup, 4 L gallon (GPU)",20131005
640948,"pseudoephedrine hydrochloride 30 mg/5 mL + triprolidine hydrochloride 1.25 mg/5 mL syrup, 50 mL bottle (GPU)",20131005
640074,"pseudoephedrine hydrochloride 30 mg/5 mL + triprolidine hydrochloride 1.25 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
674089,"pseudoephedrine hydrochloride 30 mg/5 mL syrup, 1 L bottle (GPU)",20140104
674058,"pseudoephedrine hydrochloride 30 mg/5 mL syrup, 60 mL bottle (GPU)",20140104
291300,"pseudoephedrine hydrochloride 60 mg + triprolidine hydrochloride 2.5 mg capsule, hard, 1 capsule (GPU)",20130805
344967,"pseudoephedrine hydrochloride 60 mg + triprolidine hydrochloride 2.5 mg coated tablet, 1 tablet (GPU)",20130805
229247,"pseudoephedrine hydrochloride 60 mg + triprolidine hydrochloride 2.5 mg film-coated tablet, 1 tablet (GPU)",20130805
229036,"pseudoephedrine hydrochloride 60 mg + triprolidine hydrochloride 2.5 mg tablet, 1 tablet (GPU)",20130805
674015,"pseudoephedrine hydrochloride 60 mg film-coated tablet, 1 tablet (GPU)",20140104
749239,"purified duck embryo rabies vaccine 2.5 iu/1 mL solution for injection, 1 mL vial (GPU)",20140324
853570,"purified tetanus toxoid 40 iu solution for injection, 500 mcL ampoule (GPU)",20141004
686848,"pygeum africanum 50 mg capsule, soft, 1 capsule (GPU)",20140104
881391,"pyrantel pamoate 125 mg tablet, 1 tablet (GPU)",20150119
888298,"pyrantel pamoate 250 mg/5 mL oral suspension, 10 mL bottle (GPU)",20150202
881343,"pyrantel pamoate 50 mg/1 mL oral suspension, 10 mL bottle (GPU)",20150119
989550,"pyrazinamide 100 mg/1 mL oral suspension, 50 mL bottle (GPU)",20160703
753338,"pyrazinamide 100 mg/1 mL powder and solvent for oral suspension, 25 mL bottle (GPU)",20160430
999643,"pyrazinamide 40 mg/1 mL oral suspension, 50 mL bottle (GPU)",20161203
269163,"pyrazinamide 500 mg tablet, 1 tablet (GPU)",20130805
647777,"pyridostigmine bromide 60 mg coated tablet, 1 tablet (GPU)",20131005
520004,"pyridostigmine bromide 60 mg film-coated tablet, 1 tablet (GPU)",20130914
871891,"pyridoxine 1 mg + riboflavin 1 mg + thiamine 1 mg coated tablet, 1 tablet (GPU)",20141129
577088,"pyridoxine 100 mg/1 mL solution for injection, 1 mL ampoule (GPU)",20160306
1200669,"pyridoxine hydrochloride 1 mg + riboflavin 1 mg + thiamine hydrochloride 1 mg coated tablet, 1 tablet (GPU)",20210813
476337,"pyridoxine hydrochloride 10 mg coated tablet, 1 tablet (GPU)",20170302
352205,"pyridoxine hydrochloride 10 mg tablet, 1 tablet (GPU)",20160104
256906,"pyridoxine hydrochloride 100 mg film-coated tablet, 1 tablet (GPU)",20160306
261615,"pyridoxine hydrochloride 100 mg tablet, 1 tablet (GPU)",20160306
865814,"pyridoxine hydrochloride 100 mg/1 mL solution for injection/infusion, 1 mL vial (GPU)",20141123
256808,"pyridoxine hydrochloride 25 mg coated tablet, 1 tablet (GPU)",20160307
256947,"pyridoxine hydrochloride 25 mg film-coated tablet, 1 tablet (GPU)",20170302
955287,"pyridoxine hydrochloride 25 mg tablet, 1 tablet (GPU)",20150805
351584,"pyridoxine hydrochloride 50 mg capsule, hard, 1 capsule (GPU)",20160306
476235,"pyridoxine hydrochloride 50 mg capsule, soft, 1 capsule (GPU)",20160306
256999,"pyridoxine hydrochloride 50 mg film-coated tablet, 1 tablet (GPU)",20160306
257034,"pyridoxine hydrochloride 50 mg tablet, 1 tablet (GPU)",20160306
577312,"pyridoxine hydrochloride 50 mg/1 mL solution for injection, 1 mL ampoule (GPU)",20160307
866144,"pyridoxine hydrochloride 50 mg/1 mL solution for injection/infusion, 1 mL ampoule (GPU)",20141123
330394,"pyrimethamine 25 mg + sulfadoxine 500 mg tablet, 1 tablet (GPU)",20130805
227751,"pyrimethamine 25 mg tablet, 1 tablet (GPU)",20130805
1269916,"pyrimethamine 4 mg/1 mL oral suspension, 32 mL bottle (GPU)",20230617
321500,"pyritinol 100 mg coated tablet, 1 tablet (GPU)",20130805
388467,"pyritinol 100 mg tablet, 1 tablet (GPU)",20130805
321571,"pyritinol 200 mg coated tablet, 1 tablet (GPU)",20130805
633898,"pyritinol 80.5 mg/5 mL oral suspension, 120 mL bottle (GPU)",20131005
1039792,"pyritinol hydrochloride 100 mg tablet, 1 tablet (GPU)",20180926
649463,"quetiapine 100 mg film-coated tablet, 1 tablet (GPU)",20131005
734103,"quetiapine 150 mg prolonged-release tablet, 1 tablet (GPU)",20140202
422033,"quetiapine 200 mg film-coated tablet, 1 tablet (GPU)",20130805
1021129,"quetiapine 200 mg prolonged-release tablet, 1 tablet (GPU)",20171213
649416,"quetiapine 25 mg film-coated tablet, 1 tablet (GPU)",20131005
649557,"quetiapine 300 mg prolonged-release tablet, 1 tablet (GPU)",20180113
649601,"quetiapine 400 mg prolonged-release tablet, 1 tablet (GPU)",20180113
952360,"quetiapine 50 mg prolonged-release tablet, 1 tablet (GPU)",20180113
208255,"quinapril 10 mg film-coated tablet, 1 tablet (GPU)",20130627
208264,"quinapril 20 mg film-coated tablet, 1 tablet (GPU)",20130627
208272,"quinapril 40 mg film-coated tablet, 1 tablet (GPU)",20130627
208286,"quinapril 5 mg film-coated tablet, 1 tablet (GPU)",20130627
1205212,"quinidine sulfate 200 mg tablet, 1 tablet (GPU)",20211014
1179056,"quinine dihydrochloride 30.03 mg/15 mL concentrate for oral solution, 5 L gallon (GPU)",20210226
577438,"quinine dihydrochloride 300 mg/1 mL solution for injection, 1 mL ampoule (GPU)",20170916
577383,"quinine dihydrochloride 500 mg/2 mL solution for injection, 2 mL ampoule (GPU)",20170916
865954,"quinine dihydrochloride 600 mg/2 mL solution for injection/infusion, 2 mL ampoule (GPU)",20171012
422359,"quinine sulfate 125 mg coated tablet, 1 tablet (GPU)",20130805
422098,"quinine sulfate 300 mg coated tablet, 1 tablet (GPU)",20130805
334850,"quinine sulfate 300 mg film-coated tablet, 1 tablet (GPU)",20130805
236464,"quinine sulfate 300 mg tablet, 1 tablet (GPU)",20130805
422149,"quinine sulfate 325 mg tablet, 1 tablet (GPU)",20130805
977467,"quinine sulfate 600 mg/2 mL solution for injection, 2 mL ampoule (GPU)",20160418
208293,"rabbit anti-human thymocyte immunoglobulin 20 mg/1 mL solution for injection, 5 mL vial (GPU)",20141116
208319,"rabbit anti-human thymocyte immunoglobulin 25 mg powder for solution for infusion, 1 vial (GPU)",20220618
856465,"rabeprazole sodium 10 mg gastro-resistant tablet, 1 tablet (GPU)",20141019
856355,"rabeprazole sodium 20 mg gastro-resistant tablet, 1 tablet (GPU)",20141019
762666,"rabies immunoglobulin (horse) 1000 iu/5 mL solution for injection, 5 mL vial (GPU)",20180411
1176971,"rabies immunoglobulin (horse) 400 iu/2 mL solution for injection, 2 mL vial (GPU)",20210211
794100,"rabies immunoglobulin (human) 1500 iu/10 mL solution for injection, 10 mL vial (GPU)",20160320
794137,"rabies immunoglobulin (human) 300 iu/2 mL solution for injection, 2 mL ampoule (GPU)",20160320
815303,"rabies immunoglobulin (human) 300 iu/2 mL solution for injection, 2 mL vial (GPU)",20160320
762839,"rabies immunoglobulin (human) 750 iu/5 mL solution for injection, 5 mL vial (GPU)",20160320
673067,"rabies vaccine (human diploid cell) 2.5 iu/1 mL suspension for injection, 1 mL vial (GPU)",20131215
849435,"rabies vaccine (purified chick embryo cell) 2.5 iu powder and solvent for solution for injection, 1 vial (GPU)",20170903
670650,"rabies vaccine (purified chick embryo cell) 2.5 iu powder for solution for injection, 1 vial (GPU)",20131130
862174,"rabies vaccine (vero cell) 2.5 iu powder and solvent for solution for injection, 1 vial (GPU)",20170916
850037,"rabies vaccine (vero cell) 2.5 iu powder and solvent for suspension for injection, 1 vial (GPU)",20190829
658097,"racecadotril 10 mg powder for oral solution, 1 sachet (GPU)",20131102
344368,"racecadotril 100 mg capsule, hard, 1 capsule (GPU)",20130805
692770,"racecadotril 30 mg oral powder, 1 sachet (GPU)",20140104
722701,"racecadotril 30 mg powder for oral solution, 1 sachet (GPU)",20140118
722755,"racecadotril 6 mg powder for oral solution, 1 sachet (GPU)",20140118
1029087,"radium-223 dichloride 6.6 MBq/6 mL solution for injection, 6 mL vial (GPU)",20180518
655872,"raloxifene hydrochloride 60 mg film-coated tablet, 1 tablet (GPU)",20131102
734142,"raloxifene hydrochloride 60 mg tablet, 1 tablet (GPU)",20140202
647118,"raltegravir 400 mg film-coated tablet, 1 tablet (GPU)",20131005
686914,"ramelteon 8 mg film-coated tablet, 1 tablet (GPU)",20140104
208326,"ramipril 1.25 mg capsule, hard, 1 capsule (GPU)",20150703
208335,"ramipril 1.25 mg tablet, 1 tablet (GPU)",20130627
208342,"ramipril 10 mg capsule, hard, 1 capsule (GPU)",20150703
208357,"ramipril 10 mg tablet, 1 tablet (GPU)",20130627
208361,"ramipril 2.5 mg capsule, hard, 1 capsule (GPU)",20150703
208374,"ramipril 2.5 mg tablet, 1 tablet (GPU)",20130627
208388,"ramipril 5 mg capsule, hard, 1 capsule (GPU)",20150703
208390,"ramipril 5 mg tablet, 1 tablet (GPU)",20130627
386568,"ramosetron 100 mcg tablet, 1 tablet (GPU)",20130805
577687,"ramosetron 300 mcg/2 mL solution for injection, 2 mL ampoule (GPU)",20131005
349816,"ramosetron 5 mcg film-coated tablet, 1 tablet (GPU)",20130805
1004106,"ramucirumab 100 mg/10 mL concentrate for solution for infusion, 10 mL vial (GPU)",20170218
1004152,"ramucirumab 500 mg/50 mL concentrate for solution for infusion, 50 mL vial (GPU)",20170218
577799,"ranibizumab 2.3 mg/0.23 mL solution for injection, 0.23 mL vial (GPU)",20200612
1321728,"ranibizumab 700 mcg/0.07 mL solution for injection, 0.07 mL prefilled syr (GPU)",20250201
989647,"ranitidine 10 mg/1 mL oral suspension, 10 mL bottle (GPU)",20160703
990663,"ranitidine 10 mg/1 mL oral suspension, 30 mL bottle (GPU)",20160703
999708,"ranitidine 10 mg/1 mL oral suspension, 60 mL bottle (GPU)",20161203
208405,"ranitidine 150 mg film-coated tablet, 1 tablet (GPU)",20130627
208414,"ranitidine 150 mg tablet, 1 tablet (GPU)",20130627
208446,"ranitidine 300 mg film-coated tablet, 1 tablet (GPU)",20130627
208451,"ranitidine 400 mg film-coated tablet, 1 tablet (GPU)",20130627
208422,"ranitidine 50 mg/2 mL solution for injection, 2 mL ampoule (GPU)",20200613
996581,"ranolazine 375 mg prolonged-release tablet, 1 tablet (GPU)",20161106
996631,"ranolazine 500 mg prolonged-release tablet, 1 tablet (GPU)",20161106
996683,"ranolazine 750 mg prolonged-release tablet, 1 tablet (GPU)",20161106
256213,"rasagiline 1 mg tablet, 1 tablet (GPU)",20130805
1309786,"raxtozinameran 30 mcg/1 dose dispersion for injection, 0.3 mL vial (GPU)",20241005
208479,"rebamipide 100 mg film-coated tablet, 1 tablet (GPU)",20130627
208480,"rebamipide 100 mg tablet, 1 tablet (GPU)",20130627
645422,"reboxetine 4 mg tablet, 1 tablet (GPU)",20131005
1005097,"recombinant cholera toxin B subunit 1 mg/3 mL + vibrio cholerae O1 inactivated antigen 125 billion vibrios/3 mL suspension and effervescent granules for oral suspension, 3 mL bottle (GPU)",20200718
806174,"recombinant human epidermal growth factor 1 mcg/1 g ointment, 10 g tube (GPU)",20140602
740264,"recombinant human epidermal growth factor 150 mcg/1 g gel, 15 g tube (GPU)",20140304
740238,"recombinant human epidermal growth factor 150 mcg/1 g gel, 7.5 g tube (GPU)",20140304
806126,"recombinant human epidermal growth factor 500 mcg/1 mL cutaneous spray, solution, 10 mL bottle (GPU)",20140602
835729,"recombinant human epidermal growth factor 6 mg/100 g gel, 15 g tube (GPU)",20140803
1041890,"recombinant human thrombopoietin 15000 iu/1 mL concentrate for solution for injection, 1 mL vial (GPU)",20181103
1305312,"recombinant respiratory syncytial virus (RSV) vaccine 120 mcg powder and suspension for suspension for injection, 1 vial (GPU)",20240817
1286781,"recombinant varicella zoster glycoprotein E vaccine 50 mcg powder and suspension for suspension for injection, 1 vial (GPU)",20231104
729777,"regorafenib 40 mg film-coated tablet, 1 tablet (GPU)",20140202
1242077,"remdesivir 100 mg concentrate for solution for infusion, 20 mL vial (GPU)",20220901
1164842,"remdesivir 100 mg powder for concentrate for solution for infusion, 1 vial (GPU)",20201016
1297527,"remdesivir 100 mg powder for solution for infusion, 1 vial (GPU)",20240501
1295338,"remifentanil 2 mg powder for concentrate for solution for injection/infusion, 1 vial (GPU)",20240412
395129,"repaglinide 1 mg tablet, 1 tablet (GPU)",20130805
395172,"repaglinide 2 mg tablet, 1 tablet (GPU)",20130805
395223,"repaglinide 500 mcg tablet, 1 tablet (GPU)",20130805
949223,"resorcinol 1 g/100 g + salicylic acid 1 g/100 g cutaneous suspension, 120 mL bottle (GPU)",20150614
1116754,"resorcinol 1 g/100 g + salicylic acid 1 g/100 g cutaneous suspension, 60 mL bottle (GPU)",20190614
986562,"resorcinol 1 g/100 mL + salicylic acid 1 g/100 mL + sulfur 2 g/100 mL + zinc oxide 6.7 g/100 mL cutaneous suspension, 60 mL bottle (GPU)",20160605
774926,"resorcinol 1 g/100 mL + salicylic acid 1 g/100 mL + zinc oxide 6.7 g/100 mL cutaneous suspension, 60 mL bottle (GPU)",20160605
896650,"resorcinol 1 g/100 mL + salicylic acid 1.5 g/100 mL cutaneous suspension, 120 mL bottle (GPU)",20150218
1176423,"resorcinol 1.5 g/100 mL + salicylic acid 1.17 g/100 mL cutaneous solution, 450 mL bottle (GPU)",20210211
1181367,"resorcinol 1.5 g/100 mL + salicylic acid 1.17 g/100 mL cutaneous solution, 60 mL bottle (GPU)",20210312
935763,"resorcinol 600 mcg/100 mL shampoo, 120 mL bottle (GPU)",20150503
1322905,"respiratory syncytial virus (RSV) subgroup A vaccine (recombinant) 60 mcg + respiratory syncytial virus (RSV) subgroup B vaccine (recombinant) 60 mcg powder and solvent for solution for injection, 1 vial (GPU)",20250301
945014,"retapamulin 1 g/100 g ointment, 5 g tube (GPU)",20150601
792912,"retapamulin 10 mg/1 g ointment, 5 g tube (GPU)",20140519
208498,"reteplase (reteplase protein) 10 unit powder for solution for injection, 1 vial (GPU)",20130627
822529,"retinol 25000 iu capsule, soft, 1 capsule (GPU)",20190120
1312631,"revefenacin 175 mcg/3 mL nebuliser solution, 3 mL unit dose (GPU)",20241102
423913,"ribavirin 200 mg capsule, hard, 1 capsule (GPU)",20130805
295064,"ribavirin 200 mg film-coated tablet, 1 tablet (GPU)",20130805
295126,"ribavirin 200 mg tablet, 1 tablet (GPU)",20130805
426991,"ribavirin 400 mg capsule, hard, 1 capsule (GPU)",20130805
1104703,"ribavirin 400 mg tablet, 1 tablet (GPU)",20190331
427043,"ribavirin 500 mg film-coated tablet, 1 tablet (GPU)",20130805
427091,"ribavirin 600 mg film-coated tablet, 1 tablet (GPU)",20130805
1032043,"ribociclib 200 mg film-coated tablet, 1 tablet (GPU)",20180601
860481,"riboflavin 1.25 mg/1 mL syrup, 120 mL bottle (GPU)",20141102
860452,"riboflavin 1.25 mg/1 mL syrup, 30 mL bottle (GPU)",20141102
427164,"riboflavin 10 mg tablet, 1 tablet (GPU)",20130805
577884,"riboflavin 10 mg/2 mL solution for injection, 2 mL ampoule (GPU)",20131005
338564,"riboflavin 100 mg film-coated tablet, 1 tablet (GPU)",20130805
265577,"riboflavin 100 mg tablet, 1 tablet (GPU)",20130805
577976,"riboflavin 14 mg/2 mL solution for injection, 2 mL ampoule (GPU)",20131005
427397,"riboflavin 25 mg tablet, 1 tablet (GPU)",20130805
263733,"riboflavin 50 mg tablet, 1 tablet (GPU)",20130805
633965,"rifampicin 100 mg/5 mL oral suspension, 50 mL bottle (GPU)",20131005
999670,"rifampicin 100 mg/5 mL oral suspension, 60 mL bottle (GPU)",20161203
428315,"rifampicin 150 mg capsule, hard, 1 capsule (GPU)",20130805
427473,"rifampicin 150 mg film-coated tablet, 1 tablet (GPU)",20130805
753386,"rifampicin 20 mg/1 mL powder and solvent for oral suspension, 45 mL bottle (GPU)",20160430
990692,"rifampicin 250 mg/5 mL oral suspension, 30 mL bottle (GPU)",20231001
1116269,"rifampicin 250 mg/5 mL syrup, 30 mL bottle (GPU)",20231001
282844,"rifampicin 300 mg capsule, hard, 1 capsule (GPU)",20130805
427537,"rifampicin 300 mg film-coated tablet, 1 tablet (GPU)",20130805
427571,"rifampicin 450 mg capsule, hard, 1 capsule (GPU)",20130805
428531,"rifampicin 450 mg coated tablet, 1 tablet (GPU)",20130805
423141,"rifampicin 450 mg film-coated tablet, 1 tablet (GPU)",20130805
1270067,"rifampicin 50 mg/1 mL oral suspension, 50 mL bottle (GPU)",20230617
1007415,"rifampicin 50 mg/5 mL oral suspension, 30 mL bottle (GPU)",20170414
427635,"rifampicin 600 mg capsule, hard, 1 capsule (GPU)",20130805
428577,"rifampicin 600 mg coated tablet, 1 tablet (GPU)",20130805
427674,"rifampicin 600 mg film-coated tablet, 1 tablet (GPU)",20130805
1136814,"rifapentine 150 mg film-coated tablet, 1 tablet (GPU)",20200213
1305057,"rifaximin 550 mg film-coated tablet, 1 tablet (GPU)",20240817
346730,"rilmenidine 1 mg film-coated tablet, 1 tablet (GPU)",20130805
674516,"rilpivirine 25 mg film-coated tablet, 1 tablet (GPU)",20140104
734188,"rilpivirine 25 mg tablet, 1 tablet (GPU)",20140202
429951,"riluzole 50 mg film-coated tablet, 1 tablet (GPU)",20130805
1306170,"rimegepant 75 mg orodispersible tablet, 1 tablet (GPU)",20240831
1193772,"ripasudil hydrochloride hydrate 489.6 mg/100 mL eye drops, solution, 5 mL bottle (GPU)",20210715
1226296,"risdiplam 750 mcg/1 mL powder for oral solution, 80 mL bottle (GPU)",20220316
208507,"risedronate sodium 150 mg film-coated tablet, 1 tablet (GPU)",20130627
208511,"risedronate sodium 30 mg film-coated tablet, 1 tablet (GPU)",20130627
208524,"risedronate sodium 35 mg film-coated tablet, 1 tablet (GPU)",20130627
208530,"risedronate sodium 5 mg film-coated tablet, 1 tablet (GPU)",20130627
430735,"risperidone 1 mg film-coated tablet, 1 tablet (GPU)",20130805
675233,"risperidone 1 mg orodispersible tablet, 1 tablet (GPU)",20140104
1025168,"risperidone 1 mg/1 mL oral solution, 100 mL bottle (GPU)",20180302
661328,"risperidone 1 mg/1 mL oral solution, 30 mL bottle (GPU)",20131102
388422,"risperidone 2 mg film-coated tablet, 1 tablet (GPU)",20130805
675279,"risperidone 2 mg orodispersible tablet, 1 tablet (GPU)",20140104
1032730,"risperidone 200 mcg/1 mL oral solution, 100 mL bottle (GPU)",20180601
1032782,"risperidone 200 mg/2 mL solution for injection, 2 mL ampoule (GPU)",20180601
578110,"risperidone 25 mg powder for solution for injection, 25 mg vial (GPU)",20131005
430844,"risperidone 3 mg film-coated tablet, 1 tablet (GPU)",20130805
578181,"risperidone 37.5 mg powder for solution for injection, 37.5 mg vial (GPU)",20131005
430892,"risperidone 4 mg film-coated tablet, 1 tablet (GPU)",20130805
578255,"risperidone 50 mg powder for solution for injection, 50 mg vial (GPU)",20131005
430987,"risperidone 500 mcg orodispersible tablet, 1 tablet (GPU)",20130805
394777,"ritonavir 100 mg capsule, soft, 1 capsule (GPU)",20130805
909069,"ritonavir 100 mg film-coated tablet, 1 tablet (GPU)",20150228
1043445,"ritonavir 100 mg tablet, 1 tablet (GPU)",20181129
634149,"ritonavir 80 mg/1 mL oral drops, solution, 90 mL bottle (GPU)",20131005
1004576,"rituximab 1.4 g/11.7 mL solution for injection, 11.7 mL vial (GPU)",20170302
667928,"rituximab 100 mg/10 mL concentrate for solution for infusion, 10 mL vial (GPU)",20170302
653160,"rituximab 500 mg/50 mL concentrate for solution for infusion, 50 mL vial (GPU)",20170302
651878,"rivaroxaban 10 mg film-coated tablet, 1 tablet (GPU)",20131005
651924,"rivaroxaban 15 mg film-coated tablet, 1 tablet (GPU)",20131005
1111219,"rivaroxaban 2.5 mg film-coated tablet, 1 tablet (GPU)",20190504
651976,"rivaroxaban 20 mg film-coated tablet, 1 tablet (GPU)",20131005
323381,"rivastigmine 1.5 mg capsule, hard, 1 capsule (GPU)",20130805
912407,"rivastigmine 13.3 mg/24 hr transdermal patch, 1 patch (GPU)",20150314
634257,"rivastigmine 2 mg/1 mL oral drops, solution, 50 mL bottle (GPU)",20131005
634196,"rivastigmine 2 mg/1 mL syrup, 50 mL bottle (GPU)",20131005
323458,"rivastigmine 3 mg capsule, hard, 1 capsule (GPU)",20130805
323525,"rivastigmine 4.5 mg capsule, hard, 1 capsule (GPU)",20130805
657164,"rivastigmine 4.6 mg/24 hr transdermal patch, 1 patch (GPU)",20160417
323594,"rivastigmine 6 mg capsule, hard, 1 capsule (GPU)",20130805
657117,"rivastigmine 9.5 mg/24 hr transdermal patch, 1 patch (GPU)",20160417
767297,"rocuronium bromide 50 mg/5 mL solution for injection/infusion, 5 mL vial (GPU)",20171213
652702,"roflumilast 500 mcg film-coated tablet, 1 tablet (GPU)",20131005
1012211,"romiplostim 250 mcg powder for solution for injection, 1 vial (GPU)",20170806
1168608,"romosozumab 105 mg/1.17 mL solution for injection, 1.17 mL prefilled syr (GPU)",20201202
425413,"ropinirole 2 mg prolonged-release tablet, 1 tablet (GPU)",20130805
425466,"ropinirole 4 mg prolonged-release tablet, 1 tablet (GPU)",20130805
425510,"ropinirole 8 mg prolonged-release tablet, 1 tablet (GPU)",20130805
1321238,"ropivacaine hydrochloride 100 mg/10 mL solution for injection, 10 mL ampoule (GPU)",20250118
1259866,"ropivacaine hydrochloride 150 mg/20 mL solution for injection, 20 mL ampoule (GPU)",20230401
1270131,"ropivacaine hydrochloride 40 mg/20 mL solution for injection, 20 mL ampoule (GPU)",20230617
643436,"rosiglitazone 2 mg film-coated tablet, 1 tablet (GPU)",20131005
643334,"rosiglitazone 4 mg film-coated tablet, 1 tablet (GPU)",20131005
643381,"rosiglitazone 8 mg film-coated tablet, 1 tablet (GPU)",20131005
208553,"rosuvastatin 10 mg film-coated tablet, 1 tablet (GPU)",20130627
208569,"rosuvastatin 20 mg film-coated tablet, 1 tablet (GPU)",20130627
208576,"rosuvastatin 40 mg film-coated tablet, 1 tablet (GPU)",20130627
208582,"rosuvastatin 5 mg film-coated tablet, 1 tablet (GPU)",20130627
722826,"rotigotine 2 mg transdermal patch, 1 patch (GPU)",20140118
722874,"rotigotine 4 mg transdermal patch, 1 patch (GPU)",20140118
722928,"rotigotine 6 mg transdermal patch, 1 patch (GPU)",20140118
722971,"rotigotine 8 mg transdermal patch, 1 patch (GPU)",20140118
432781,"roxithromycin 100 mg film-coated tablet, 1 tablet (GPU)",20130805
468049,"roxithromycin 150 mg capsule, hard, 1 capsule (GPU)",20130805
239773,"roxithromycin 150 mg film-coated tablet, 1 tablet (GPU)",20130805
234028,"roxithromycin 150 mg tablet, 1 tablet (GPU)",20130805
295853,"roxithromycin 300 mg film-coated tablet, 1 tablet (GPU)",20130805
433374,"roxithromycin 300 mg tablet, 1 tablet (GPU)",20130805
467884,"roxithromycin 50 mg tablet, 1 tablet (GPU)",20130805
1002789,"rufinamide 200 mg film-coated tablet, 1 tablet (GPU)",20170205
686980,"rufloxacin 200 mg film-coated tablet, 1 tablet (GPU)",20140104
434968,"rupatadine 10 mg tablet, 1 tablet (GPU)",20130805
1189673,"rurioctocog alfa pegol 500 iu powder and solvent for solution for injection, 1 vial (GPU)",20210513
762342,"russell's viper antivenin 600 mcg/1 mL powder and solvent for solution for injection, 10 mL vial (GPU)",20160214
849173,"rutoside, combinations capsule, hard, 1 capsule (GPU)",20140914
887697,"ruxolitinib 15 mg tablet, 1 tablet (GPU)",20150202
887744,"ruxolitinib 20 mg tablet, 1 tablet (GPU)",20150202
887645,"ruxolitinib 5 mg tablet, 1 tablet (GPU)",20150202
687051,"sabal extract 160 mg capsule, soft, 1 capsule (GPU)",20140104
865210,"saccharomyces boulardii 250 mg capsule, hard, 1 capsule (GPU)",20141123
655510,"saccharomyces boulardii 250 mg powder for oral suspension, 1 sachet (GPU)",20131102
